indic_id,enforce_zone_id,metric_enforce_date,indic_vi,indic_va,indic_vc,maille
IND-303,D35,2023-03-01,,430,,DEPT
IND-303,D36,2023-03-01,,44,,DEPT
IND-303,D37,2023-03-01,,176,,DEPT
IND-303,D38,2023-03-01,,992,,DEPT
IND-303,D39,2023-03-01,,66,,DEPT
IND-303,D40,2023-03-01,,92,,DEPT
IND-303,D41,2023-03-01,,93,,DEPT
IND-303,D42,2023-03-01,,518,,DEPT
IND-303,D43,2023-03-01,,87,,DEPT
IND-303,D44,2023-03-01,,544,,DEPT
IND-303,D45,2023-03-01,,261,,DEPT
IND-303,D46,2023-03-01,,21,,DEPT
IND-303,D47,2023-03-01,,91,,DEPT
IND-303,D48,2023-03-01,,15,,DEPT
IND-303,D49,2023-03-01,,89,,DEPT
IND-303,D50,2023-03-01,,101,,DEPT
IND-303,D51,2023-03-01,,263,,DEPT
IND-303,D52,2023-03-01,,38,,DEPT
IND-303,D53,2023-03-01,,92,,DEPT
IND-303,D54,2023-03-01,,222,,DEPT
IND-303,D55,2023-03-01,,52,,DEPT
IND-303,D56,2023-03-01,,172,,DEPT
IND-303,D57,2023-03-01,,388,,DEPT
IND-303,D58,2023-03-01,,71,,DEPT
IND-303,D59,2023-03-01,,1964,,DEPT
IND-303,D60,2023-03-01,,671,,DEPT
IND-303,D61,2023-03-01,,94,,DEPT
IND-303,D62,2023-03-01,,698,,DEPT
IND-303,D63,2023-03-01,,180,,DEPT
IND-303,D64,2023-03-01,,162,,DEPT
IND-303,D65,2023-03-01,,71,,DEPT
IND-303,D66,2023-03-01,,320,,DEPT
IND-303,D67,2023-03-01,,250,,DEPT
IND-303,D68,2023-03-01,,185,,DEPT
IND-303,D69,2023-03-01,,1864,,DEPT
IND-303,D70,2023-03-01,,64,,DEPT
IND-303,D71,2023-03-01,,189,,DEPT
IND-303,D72,2023-03-01,,41,,DEPT
IND-303,D73,2023-03-01,,269,,DEPT
IND-303,D74,2023-03-01,,400,,DEPT
IND-303,D75,2023-03-01,,3506,,DEPT
IND-303,D76,2023-03-01,,1030,,DEPT
IND-303,D77,2023-03-01,,1713,,DEPT
IND-303,D78,2023-03-01,,1407,,DEPT
IND-303,D79,2023-03-01,,138,,DEPT
IND-303,D80,2023-03-01,,207,,DEPT
IND-303,D81,2023-03-01,,184,,DEPT
IND-303,D82,2023-03-01,,52,,DEPT
IND-303,D83,2023-03-01,,874,,DEPT
IND-303,D84,2023-03-01,,470,,DEPT
IND-303,D85,2023-03-01,,67,,DEPT
IND-303,D86,2023-03-01,,110,,DEPT
IND-303,D87,2023-03-01,,172,,DEPT
IND-303,D88,2023-03-01,,105,,DEPT
IND-303,D89,2023-03-01,,210,,DEPT
IND-303,D90,2023-03-01,,60,,DEPT
IND-303,D91,2023-03-01,,864,,DEPT
IND-303,D92,2023-03-01,,1325,,DEPT
IND-303,D93,2023-03-01,,1763,,DEPT
IND-303,D94,2023-03-01,,1273,,DEPT
IND-303,D95,2023-03-01,,1103,,DEPT
IND-303,D971,2023-03-01,,221,,DEPT
IND-303,D972,2023-03-01,,161,,DEPT
IND-303,D973,2023-03-01,,92,,DEPT
IND-303,D974,2023-03-01,,215,,DEPT
IND-303,D976,2023-03-01,,18,,DEPT
IND-303,R84,2022-12-01,16632,,,REG
IND-303,R27,2022-12-01,3904,,,REG
IND-303,R53,2022-12-01,3758,,,REG
IND-303,R24,2022-12-01,2868,,,REG
IND-303,R94,2022-12-01,265,,,REG
IND-303,R44,2022-12-01,5425,,,REG
IND-303,R01,2022-12-01,828,,,REG
IND-303,R03,2022-12-01,191,,,REG
IND-303,R32,2022-12-01,12858,,,REG
IND-303,R11,2022-12-01,39743,,,REG
IND-303,R04,2022-12-01,608,,,REG
IND-303,R02,2022-12-01,692,,,REG
IND-303,R06,2022-12-01,26,,,REG
IND-303,R28,2022-12-01,7709,,,REG
IND-303,R75,2022-12-01,5992,,,REG
IND-303,R76,2022-12-01,11834,,,REG
IND-303,R52,2022-12-01,3017,,,REG
IND-303,R93,2022-12-01,27097,,,REG
IND-303,R84,2023-03-01,,4946,,REG
IND-303,R27,2023-03-01,,1055,,REG
IND-303,R53,2023-03-01,,862,,REG
IND-303,R24,2023-03-01,,781,,REG
IND-303,R94,2023-03-01,,81,,REG
IND-303,R44,2023-03-01,,1647,,REG
IND-303,R01,2023-03-01,,221,,REG
IND-303,R03,2023-03-01,,92,,REG
IND-303,R32,2023-03-01,,3850,,REG
IND-303,R11,2023-03-01,,12954,,REG
IND-303,R04,2023-03-01,,215,,REG
IND-303,R02,2023-03-01,,161,,REG
IND-303,R06,2023-03-01,,18,,REG
IND-303,R28,2023-03-01,,2066,,REG
IND-303,R75,2023-03-01,,1705,,REG
IND-303,R76,2023-03-01,,3208,,REG
IND-303,R52,2023-03-01,,833,,REG
IND-303,R93,2023-03-01,,7684,,REG
IND-303,FRANCE,2022-12-01,143447,,,NAT
IND-303,FRANCE,2023-03-01,,42379,,NAT
