indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-528,D01,2022-12-31,DEPT,0,,,,,
IND-528,D01,2023-07-31,DEPT,,0,,,,
IND-528,D02,2022-12-31,DEPT,0,,,,,
IND-528,D02,2023-07-31,DEPT,,0,,,,
IND-528,D03,2022-12-31,DEPT,0,,,,,
IND-528,D03,2023-07-31,DEPT,,0,,,,
IND-528,D04,2022-12-31,DEPT,0,,,,,
IND-528,D04,2023-07-31,DEPT,,0,,,,
IND-528,D05,2022-12-31,DEPT,0,,,,,
IND-528,D05,2023-07-31,DEPT,,0,,,,
IND-528,D06,2022-12-31,DEPT,0,,,,,
IND-528,D06,2023-07-31,DEPT,,0,,,,
IND-528,D07,2022-12-31,DEPT,0,,,,,
IND-528,D07,2023-07-31,DEPT,,0,,,,
IND-528,D08,2022-12-31,DEPT,0,,,,,
IND-528,D08,2023-07-31,DEPT,,0,,,,
IND-528,D09,2022-12-31,DEPT,0,,,,,
IND-528,D09,2023-07-31,DEPT,,0,,,,
IND-528,D10,2022-12-31,DEPT,0,,,,,
IND-528,D10,2023-07-31,DEPT,,0,,,,
IND-528,D11,2022-12-31,DEPT,0,,,,,
IND-528,D11,2023-07-31,DEPT,,0,,,,
IND-528,D12,2022-12-31,DEPT,0,,,,,
IND-528,D12,2023-07-31,DEPT,,0,,,,
IND-528,D13,2022-12-31,DEPT,0,,,,,
IND-528,D13,2023-07-31,DEPT,,0,,,,
IND-528,D14,2022-12-31,DEPT,0,,,,,
IND-528,D14,2023-07-31,DEPT,,0,,,,
IND-528,D15,2022-12-31,DEPT,0,,,,,
IND-528,D15,2023-07-31,DEPT,,0,,,,
IND-528,D16,2022-12-31,DEPT,0,,,,,
IND-528,D16,2023-07-31,DEPT,,0,,,,
IND-528,D17,2022-12-31,DEPT,0,,,,,
IND-528,D17,2023-07-31,DEPT,,0,,,,
IND-528,D18,2022-12-31,DEPT,0,,,,,
IND-528,D18,2023-07-31,DEPT,,0,,,,
IND-528,D19,2022-12-31,DEPT,0,,,,,
IND-528,D19,2023-07-31,DEPT,,0,,,,
IND-528,D21,2022-12-31,DEPT,0,,,,,
IND-528,D21,2023-07-31,DEPT,,0,,,,
IND-528,D22,2022-12-31,DEPT,0,,,,,
IND-528,D22,2023-07-31,DEPT,,0,,,,
IND-528,D23,2022-12-31,DEPT,0,,,,,
IND-528,D23,2023-07-31,DEPT,,0,,,,
IND-528,D24,2022-12-31,DEPT,0,,,,,
IND-528,D24,2023-07-31,DEPT,,0,,,,
IND-528,D25,2022-12-31,DEPT,0,,,,,
IND-528,D25,2023-07-31,DEPT,,0,,,,
IND-528,D26,2022-12-31,DEPT,0,,,,,
IND-528,D26,2023-07-31,DEPT,,0,,,,
IND-528,D27,2022-12-31,DEPT,0,,,,,
IND-528,D27,2023-07-31,DEPT,,0,,,,
IND-528,D28,2022-12-31,DEPT,0,,,,,
IND-528,D28,2023-07-31,DEPT,,0,,,,
IND-528,D29,2022-12-31,DEPT,0,,,,,
IND-528,D29,2023-07-31,DEPT,,0,,,,
IND-528,D2A,2022-12-31,DEPT,0,,,,,
IND-528,D2A,2023-07-31,DEPT,,0,,,,
IND-528,D2B,2022-12-31,DEPT,0,,,,,
IND-528,D2B,2023-07-31,DEPT,,0,,,,
IND-528,D30,2022-12-31,DEPT,0,,,,,
IND-528,D30,2023-07-31,DEPT,,0,,,,
IND-528,D31,2022-12-31,DEPT,0,,,,,
IND-528,D31,2023-07-31,DEPT,,0,,,,
IND-528,D32,2022-12-31,DEPT,0,,,,,
IND-528,D32,2023-07-31,DEPT,,1,,,,
IND-528,D33,2022-12-31,DEPT,0,,,,,
IND-528,D33,2023-07-31,DEPT,,0,,,,
IND-528,D34,2022-12-31,DEPT,0,,,,,
IND-528,D34,2023-07-31,DEPT,,0,,,,
IND-528,D35,2022-12-31,DEPT,0,,,,,
IND-528,D35,2023-07-31,DEPT,,0,,,,
IND-528,D36,2022-12-31,DEPT,0,,,,,
IND-528,D36,2023-07-31,DEPT,,0,,,,
IND-528,D37,2022-12-31,DEPT,0,,,,,
IND-528,D37,2023-07-31,DEPT,,0,,,,
