indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-590,FRANCE,2022-01-31,NAT,13.1,25,,,,
IND-590,FRANCE,2023-08-31,NAT,,27.1,,52.044609665427515,,17.39130434782609
IND-590,FRANCE,2023-12-31,NAT,,,40,,,
IND-590,FRANCE,2026-12-31,NAT,,,,,93.6,
IND-590,R11,2022-01-31,REG,16.129032,,,,,
IND-590,R11,2023-06-30,REG,,22.73,,,,
IND-590,R11,2023-08-31,REG,,21.774194,,7.847534604757786,,7.847534604757786
IND-590,R11,2026-12-31,REG,,,88.064516,,88.064516,
IND-590,R24,2022-01-31,REG,0,,,,,
IND-590,R24,2023-08-31,REG,,24.555556,,24.78083635300994,,24.78083635300994
IND-590,R24,2026-12-31,REG,,,99.090909,,99.090909,
IND-590,R27,2022-01-31,REG,9.444444,,,,,
IND-590,R27,2023-06-30,REG,,26.51,,,,
IND-590,R27,2023-08-31,REG,,25,,17.565872433797377,,17.565872433797377
IND-590,R27,2026-12-31,REG,,,98,,98,
IND-590,R28,2022-01-31,REG,6.931818,,,,,
IND-590,R28,2023-06-30,REG,,23.95,,,,
IND-590,R28,2023-08-31,REG,,22.840909,,17.902813273330235,,17.902813273330235
IND-590,R28,2026-12-31,REG,,,95.795455,,95.795455,
IND-590,R32,2022-01-31,REG,13.636364,,,,,
IND-590,R32,2023-06-30,REG,,50.45,,,,
IND-590,R32,2023-08-31,REG,,50.454545,,42.631578179501375,,42.631578179501375
IND-590,R32,2026-12-31,REG,,,100,,100,
IND-590,R44,2022-01-31,REG,23,,,,,
IND-590,R44,2023-06-30,REG,,45.61,,,,
IND-590,R44,2023-08-31,REG,,45.5,,29.22077922077922,,29.22077922077922
IND-590,R44,2026-12-31,REG,,,100,,100,
IND-590,R52,2022-01-31,REG,6.923077,,,,,
IND-590,R52,2023-06-30,REG,,20.37,,,,
IND-590,R52,2023-08-31,REG,,25,,19.583333315277777,,19.583333315277777
IND-590,R52,2026-12-31,REG,,,99.230769,,99.230769,
IND-590,R53,2022-01-31,REG,23.25,,,,,
IND-590,R53,2023-06-30,REG,,32.5,,,,
IND-590,R53,2023-08-31,REG,,32.5,,12.627986348122866,,12.627986348122866
IND-590,R53,2026-12-31,REG,,,96.5,,96.5,
IND-590,R75,2022-01-31,REG,17.583333,,,,,
IND-590,R75,2023-08-31,REG,,24.666667,,8.646999761355037,,8.646999761355037
IND-590,R75,2026-12-31,REG,,,99.5,,99.5,
IND-590,R76,2022-01-31,REG,14.583333,,,,,
IND-590,R76,2023-06-30,REG,,58.57,,,,
IND-590,R76,2023-08-31,REG,,51.666667,,43.414634757406304,,43.414634757406304
IND-590,R76,2026-12-31,REG,,,100,,100,
IND-590,R84,2022-01-31,REG,14.880952,,,,,
IND-590,R84,2023-06-30,REG,,39.42,,,,
IND-590,R84,2023-08-31,REG,,25.714286,,12.95373735607198,,12.95373735607198
IND-590,R84,2026-12-31,REG,,,98.511905,,98.511905,
IND-590,R93,2022-01-31,REG,10.37037,,,,,
IND-590,R93,2023-06-30,REG,,16.48,,,,
IND-590,R93,2023-08-31,REG,,18.611111,,10.893513071945751,,10.893513071945751
IND-590,R93,2026-12-31,REG,,,86.018519,,86.018519,
IND-590,R94,2022-01-31,REG,20,,,,,
IND-590,R94,2023-06-30,REG,,66,,,,
IND-590,R94,2023-08-31,REG,,66,,57.5,,57.5
IND-590,R94,2026-12-31,REG,,,100,,100,
