indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc,indic_ta
IND-279,D01,2022-12-31,DEPT,103,,,
IND-279,D01,2023-03-31,DEPT,,103,,
IND-279,D01,2023-06-30,DEPT,,103,,100
IND-279,D01,2026-12-31,DEPT,,,113,
IND-279,D02,2022-12-31,DEPT,0,,,
IND-279,D02,2023-03-31,DEPT,,0,,
IND-279,D02,2023-06-30,DEPT,,0,,0
IND-279,D02,2026-12-31,DEPT,,,57,
IND-279,D03,2022-12-31,DEPT,17,,,
IND-279,D03,2023-03-31,DEPT,,17,,
IND-279,D03,2023-06-30,DEPT,,17,,85
IND-279,D03,2026-12-31,DEPT,,,37,
IND-279,D04,2022-12-31,DEPT,0,,,
IND-279,D04,2023-03-31,DEPT,,0,,
IND-279,D04,2023-06-30,DEPT,,0,,0
IND-279,D04,2026-12-31,DEPT,,,18,
IND-279,D05,2022-12-31,DEPT,0,,,
IND-279,D05,2023-03-31,DEPT,,0,,
IND-279,D05,2023-06-30,DEPT,,0,,0
IND-279,D05,2026-12-31,DEPT,,,15,
IND-279,D06,2022-12-31,DEPT,0,,,
IND-279,D06,2023-03-31,DEPT,,0,,
IND-279,D06,2023-06-30,DEPT,,0,,0
IND-279,D06,2026-12-31,DEPT,,,100,
IND-279,D07,2022-12-31,DEPT,0,,,
IND-279,D07,2023-03-31,DEPT,,0,,
IND-279,D07,2023-06-30,DEPT,,0,,0
IND-279,D07,2026-12-31,DEPT,,,36,
IND-279,D08,2022-12-31,DEPT,0,,,
IND-279,D08,2023-03-31,DEPT,,0,,
IND-279,D08,2023-06-30,DEPT,,0,,0
IND-279,D08,2026-12-31,DEPT,,,29,
IND-279,D09,2022-12-31,DEPT,0,,,
IND-279,D09,2023-03-31,DEPT,,0,,
IND-279,D09,2023-06-30,DEPT,,0,,0
IND-279,D09,2026-12-31,DEPT,,,17,
IND-279,D10,2022-12-31,DEPT,0,,,
IND-279,D10,2023-03-31,DEPT,,0,,
IND-279,D10,2023-06-30,DEPT,,0,,0
IND-279,D10,2026-12-31,DEPT,,,34,
IND-279,D11,2022-12-31,DEPT,0,,,
IND-279,D11,2023-03-31,DEPT,,0,,
IND-279,D11,2023-06-30,DEPT,,0,,0
IND-279,D11,2026-12-31,DEPT,,,41,
IND-279,D12,2022-12-31,DEPT,0,,,
IND-279,D12,2023-03-31,DEPT,,0,,
IND-279,D12,2023-06-30,DEPT,,0,,0
IND-279,D12,2026-12-31,DEPT,,,30,
IND-279,D13,2022-12-31,DEPT,5,,,
IND-279,D13,2023-03-31,DEPT,,5,,
IND-279,D13,2023-06-30,DEPT,,5,,5.2631578947
IND-279,D13,2026-12-31,DEPT,,,100,
IND-279,D14,2022-12-31,DEPT,0,,,
IND-279,D14,2023-03-31,DEPT,,0,,
IND-279,D14,2023-06-30,DEPT,,0,,0
IND-279,D14,2026-12-31,DEPT,,,76,
IND-279,D15,2022-12-31,DEPT,0,,,
IND-279,D15,2023-03-31,DEPT,,0,,
IND-279,D15,2023-06-30,DEPT,,0,,0
IND-279,D15,2026-12-31,DEPT,,,16,
IND-279,D16,2022-12-31,DEPT,0,,,
IND-279,D16,2023-03-31,DEPT,,0,,
IND-279,D16,2023-06-30,DEPT,,0,,0
IND-279,D16,2026-12-31,DEPT,,,38,
IND-279,D17,2022-12-31,DEPT,0,,,
IND-279,D17,2023-03-31,DEPT,,0,,
IND-279,D17,2023-06-30,DEPT,,0,,0
IND-279,D17,2026-12-31,DEPT,,,73,
IND-279,D18,2022-12-31,DEPT,0,,,
IND-279,D18,2023-03-31,DEPT,,0,,
IND-279,D18,2023-06-30,DEPT,,0,,0
IND-279,D18,2026-12-31,DEPT,,,32,
IND-279,D19,2022-12-31,DEPT,0,,,
IND-279,D19,2023-03-31,DEPT,,0,,
IND-279,D19,2023-06-30,DEPT,,0,,0
IND-279,D19,2026-12-31,DEPT,,,26,
IND-279,D21,2022-12-31,DEPT,0,,,
IND-279,D21,2023-03-31,DEPT,,0,,
IND-279,D21,2023-06-30,DEPT,,0,,0
IND-279,D21,2026-12-31,DEPT,,,275,
IND-279,D22,2022-12-31,DEPT,0,,,
IND-279,D22,2023-03-31,DEPT,,0,,
IND-279,D22,2023-06-30,DEPT,,0,,0
IND-279,D22,2026-12-31,DEPT,,,66,
IND-279,D23,2022-12-31,DEPT,254,,,
IND-279,D23,2023-03-31,DEPT,,254,,
IND-279,D23,2023-06-30,DEPT,,254,,100
IND-279,D23,2026-12-31,DEPT,,,12,
IND-279,D24,2022-12-31,DEPT,0,,,
IND-279,D24,2023-03-31,DEPT,,0,,
IND-279,D24,2023-06-30,DEPT,,0,,0
IND-279,D24,2026-12-31,DEPT,,,45,
IND-279,D25,2022-12-31,DEPT,0,,,
IND-279,D25,2023-03-31,DEPT,,0,,
IND-279,D25,2023-06-30,DEPT,,0,,0
IND-279,D25,2026-12-31,DEPT,,,110,
IND-279,D26,2022-12-31,DEPT,0,,,
IND-279,D26,2023-03-31,DEPT,,0,,
IND-279,D26,2023-06-30,DEPT,,0,,0
IND-279,D26,2026-12-31,DEPT,,,57,
IND-279,D27,2022-12-31,DEPT,90,,,
IND-279,D27,2023-03-31,DEPT,,90,,
IND-279,D27,2023-06-30,DEPT,,90,,100
IND-279,D27,2026-12-31,DEPT,,,52,
IND-279,D28,2022-12-31,DEPT,0,,,
IND-279,D28,2023-03-31,DEPT,,0,,
IND-279,D28,2023-06-30,DEPT,,0,,0
IND-279,D28,2026-12-31,DEPT,,,47,
IND-279,D29,2022-12-31,DEPT,32,,,
IND-279,D29,2023-03-31,DEPT,,32,,
IND-279,D29,2023-06-30,DEPT,,32,,55.1724137931
IND-279,D29,2026-12-31,DEPT,,,90,
IND-279,D2A,2022-12-31,DEPT,0,,,
IND-279,D2A,2023-03-31,DEPT,,0,,
IND-279,D2A,2023-06-30,DEPT,,0,,0
IND-279,D2A,2026-12-31,DEPT,,,18,
IND-279,D2B,2022-12-31,DEPT,0,,,
IND-279,D2B,2023-03-31,DEPT,,0,,
IND-279,D2B,2023-06-30,DEPT,,0,,0
IND-279,D2B,2026-12-31,DEPT,,,20,
IND-279,D30,2022-12-31,DEPT,0,,,
IND-279,D30,2023-03-31,DEPT,,0,,
IND-279,D30,2023-06-30,DEPT,,0,,0
IND-279,D30,2026-12-31,DEPT,,,83,
IND-279,D31,2022-12-31,DEPT,81,,,
IND-279,D31,2023-03-31,DEPT,,81.3,,
IND-279,D31,2023-06-30,DEPT,,81,,100
IND-279,D31,2026-12-31,DEPT,,,130,
IND-279,D32,2022-12-31,DEPT,0,,,
IND-279,D32,2023-03-31,DEPT,,0,,
IND-279,D32,2023-06-30,DEPT,,0,,0
IND-279,D32,2026-12-31,DEPT,,,21,
IND-279,D33,2022-12-31,DEPT,11,,,
IND-279,D33,2023-03-31,DEPT,,11.4,,
IND-279,D33,2023-06-30,DEPT,,11,,12.808988764
IND-279,D33,2026-12-31,DEPT,,,100,
IND-279,D34,2022-12-31,DEPT,12,,,
IND-279,D34,2023-03-31,DEPT,,12,,
IND-279,D34,2023-06-30,DEPT,,12,,13.6363636364
IND-279,D34,2026-12-31,DEPT,,,100,
IND-279,D35,2022-12-31,DEPT,20,,,
IND-279,D35,2023-03-31,DEPT,,20,,
IND-279,D35,2023-06-30,DEPT,,20,,25
IND-279,D35,2026-12-31,DEPT,,,100,
IND-279,D36,2022-12-31,DEPT,0,,,
IND-279,D36,2023-03-31,DEPT,,0,,
IND-279,D36,2023-06-30,DEPT,,0,,0
