indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-356,D01,2022-12-31,DEPT,69,,,,,
IND-356,D01,2023-05-31,DEPT,,100,,,,
IND-356,D01,2023-06-30,DEPT,,100,,100,,100
IND-356,D01,2023-12-31,DEPT,,,100,,,
IND-356,D01,2026-12-31,DEPT,,,,,100,
IND-356,D02,2022-12-31,DEPT,69,,,,,
IND-356,D02,2023-05-31,DEPT,,100,,,,
IND-356,D02,2023-06-30,DEPT,,100,,100,,100
IND-356,D02,2023-12-31,DEPT,,,100,,,
IND-356,D02,2026-12-31,DEPT,,,,,100,
IND-356,D03,2022-12-31,DEPT,69,,,,,
IND-356,D03,2023-05-31,DEPT,,100,,,,
IND-356,D03,2023-06-30,DEPT,,100,,100,,100
IND-356,D03,2023-12-31,DEPT,,,100,,,
IND-356,D03,2026-12-31,DEPT,,,,,100,
IND-356,D04,2022-12-31,DEPT,69,,,,,
IND-356,D04,2023-05-31,DEPT,,100,,,,
IND-356,D04,2023-06-30,DEPT,,100,,100,,100
IND-356,D04,2023-12-31,DEPT,,,100,,,
IND-356,D04,2026-12-31,DEPT,,,,,100,
IND-356,D05,2022-12-31,DEPT,69,,,,,
IND-356,D05,2023-05-31,DEPT,,100,,,,
IND-356,D05,2023-06-30,DEPT,,100,,100,,100
IND-356,D05,2023-12-31,DEPT,,,100,,,
IND-356,D05,2026-12-31,DEPT,,,,,100,
IND-356,D06,2022-12-31,DEPT,69,,,,,
IND-356,D06,2023-05-31,DEPT,,100,,,,
IND-356,D06,2023-06-30,DEPT,,100,,100,,100
IND-356,D06,2023-12-31,DEPT,,,100,,,
IND-356,D06,2026-12-31,DEPT,,,,,100,
IND-356,D07,2022-12-31,DEPT,69,,,,,
IND-356,D07,2023-05-31,DEPT,,100,,,,
IND-356,D07,2023-06-30,DEPT,,100,,100,,100
IND-356,D07,2023-12-31,DEPT,,,100,,,
IND-356,D07,2026-12-31,DEPT,,,,,100,
IND-356,D08,2022-12-31,DEPT,69,,,,,
IND-356,D08,2023-05-31,DEPT,,100,,,,
IND-356,D08,2023-06-30,DEPT,,100,,100,,100
IND-356,D08,2023-12-31,DEPT,,,100,,,
IND-356,D08,2026-12-31,DEPT,,,,,100,
IND-356,D09,2022-12-31,DEPT,69,,,,,
IND-356,D09,2023-05-31,DEPT,,100,,,,
IND-356,D09,2023-06-30,DEPT,,100,,100,,100
IND-356,D09,2023-12-31,DEPT,,,100,,,
IND-356,D09,2026-12-31,DEPT,,,,,100,
IND-356,D10,2022-12-31,DEPT,69,,,,,
IND-356,D10,2023-05-31,DEPT,,100,,,,
IND-356,D10,2023-06-30,DEPT,,100,,100,,100
IND-356,D10,2023-12-31,DEPT,,,100,,,
IND-356,D10,2026-12-31,DEPT,,,,,100,
IND-356,D11,2022-12-31,DEPT,69,,,,,
IND-356,D11,2023-05-31,DEPT,,100,,,,
IND-356,D11,2023-06-30,DEPT,,100,,100,,100
IND-356,D11,2023-12-31,DEPT,,,100,,,
IND-356,D11,2026-12-31,DEPT,,,,,100,
IND-356,D12,2022-12-31,DEPT,69,,,,,
IND-356,D12,2023-05-31,DEPT,,100,,,,
IND-356,D12,2023-06-30,DEPT,,100,,100,,100
IND-356,D12,2023-12-31,DEPT,,,100,,,
IND-356,D12,2026-12-31,DEPT,,,,,100,
IND-356,D13,2022-12-31,DEPT,69,,,,,
IND-356,D13,2023-05-31,DEPT,,66,,,,
IND-356,D13,2023-06-30,DEPT,,100,,100,,100
IND-356,D13,2023-12-31,DEPT,,,100,,,
IND-356,D13,2026-12-31,DEPT,,,,,100,
IND-356,D14,2022-12-31,DEPT,69,,,,,
IND-356,D14,2023-05-31,DEPT,,100,,,,
IND-356,D14,2023-06-30,DEPT,,100,,100,,100
IND-356,D14,2023-12-31,DEPT,,,100,,,
IND-356,D14,2026-12-31,DEPT,,,,,100,
IND-356,D15,2022-12-31,DEPT,69,,,,,
IND-356,D15,2023-05-31,DEPT,,100,,,,
IND-356,D15,2023-06-30,DEPT,,100,,100,,100
IND-356,D15,2023-12-31,DEPT,,,100,,,
IND-356,D15,2026-12-31,DEPT,,,,,100,
IND-356,D16,2022-12-31,DEPT,69,,,,,
