indic_id,enforce_zone_id,metric_enforce_date,is_pilote,maille,is_hist,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-325,D22,2023-12-31,,DEPT,TRUE,9,,,,,
IND-325,D23,2023-03-31,,DEPT,TRUE,,4,,,,
IND-325,D23,2023-12-31,,DEPT,TRUE,3,,,,,
IND-325,D24,2023-03-31,,DEPT,TRUE,,2,,,,
IND-325,D24,2023-12-31,,DEPT,TRUE,2,,,,,
IND-325,D25,2023-03-31,,DEPT,TRUE,,26,,,,
IND-325,D25,2023-12-31,,DEPT,TRUE,26,,,,,
IND-325,D26,2023-03-31,,DEPT,TRUE,,17,,,,
IND-325,D26,2023-12-31,,DEPT,TRUE,17,,,,,
IND-325,D27,2023-03-31,,DEPT,TRUE,,5,,,,
IND-325,D27,2023-12-31,,DEPT,TRUE,5,,,,,
IND-325,D28,2023-03-31,,DEPT,TRUE,,22,,,,
IND-325,D28,2023-12-31,,DEPT,TRUE,22,,,,,
IND-325,D29,2023-03-31,,DEPT,TRUE,,15,,,,
IND-325,D29,2023-12-31,,DEPT,TRUE,15,,,,,
IND-325,D2A,2023-03-31,,DEPT,TRUE,,6,,,,
IND-325,D2A,2023-12-31,,DEPT,TRUE,7,,,,,
IND-325,D2B,2023-03-31,,DEPT,TRUE,,6,,,,
IND-325,D2B,2023-12-31,,DEPT,TRUE,6,,,,,
IND-325,D30,2023-03-31,,DEPT,TRUE,,30,,,,
IND-325,D30,2023-12-31,,DEPT,TRUE,31,,,,,
IND-325,D31,2023-03-31,,DEPT,TRUE,,93,,,,
IND-325,D31,2023-12-31,,DEPT,TRUE,91,,,,,
IND-325,D32,2023-03-31,,DEPT,TRUE,,0,,,,
IND-325,D32,2023-12-31,,DEPT,TRUE,0,,,,,
IND-325,D33,2023-03-31,,DEPT,TRUE,,88,,,,
IND-325,D33,2023-12-31,,DEPT,TRUE,74,,,,,
IND-325,D34,2023-03-31,,DEPT,TRUE,,60,,,,
IND-325,D34,2023-12-31,,DEPT,TRUE,57,,,,,
IND-325,D35,2023-03-31,,DEPT,TRUE,,30,,,,
IND-325,D35,2023-12-31,,DEPT,TRUE,37,,,,,
IND-325,D36,2023-03-31,,DEPT,TRUE,,4,,,,
IND-325,D36,2023-12-31,,DEPT,TRUE,4,,,,,
IND-325,D37,2023-03-31,,DEPT,TRUE,,12,,,,
IND-325,D37,2023-12-31,,DEPT,TRUE,12,,,,,
IND-325,D38,2023-03-31,,DEPT,TRUE,,48,,,,
IND-325,D38,2023-12-31,,DEPT,TRUE,48,,,,,
IND-325,D39,2023-03-31,,DEPT,TRUE,,3,,,,
IND-325,D39,2023-12-31,,DEPT,TRUE,3,,,,,
IND-325,D40,2023-03-31,,DEPT,TRUE,,4,,,,
IND-325,D40,2023-12-31,,DEPT,TRUE,7,,,,,
IND-325,D41,2023-03-31,,DEPT,TRUE,,21,,,,
IND-325,D41,2023-12-31,,DEPT,TRUE,24,,,,,
IND-325,D42,2023-03-31,,DEPT,TRUE,,46,,,,
IND-325,D42,2023-12-31,,DEPT,TRUE,51,,,,,
IND-325,D43,2023-03-31,,DEPT,TRUE,,0,,,,
IND-325,D43,2023-12-31,,DEPT,TRUE,0,,,,,
IND-325,D44,2023-03-31,,DEPT,TRUE,,53,,,,
IND-325,D44,2023-12-31,,DEPT,TRUE,53,,,,,
IND-325,D45,2023-03-31,,DEPT,TRUE,,47,,,,
IND-325,D45,2023-12-31,,DEPT,TRUE,50,,,,,
IND-325,D46,2023-03-31,,DEPT,TRUE,,3,,,,
IND-325,D46,2023-12-31,,DEPT,TRUE,4,,,,,
IND-325,D47,2023-03-31,,DEPT,TRUE,,9,,,,
IND-325,D47,2023-12-31,,DEPT,TRUE,9,,,,,
IND-325,D48,2023-03-31,,DEPT,TRUE,,0,,,,
IND-325,D48,2023-12-31,,DEPT,TRUE,0,,,,,
IND-325,D49,2023-03-31,,DEPT,TRUE,,7,,,,
IND-325,D49,2023-12-31,,DEPT,TRUE,7,,,,,
IND-325,D50,2023-03-31,,DEPT,TRUE,,2,,,,
IND-325,D50,2023-12-31,,DEPT,TRUE,3,,,,,
IND-325,D51,2023-03-31,,DEPT,TRUE,,14,,,,
IND-325,D51,2023-12-31,,DEPT,TRUE,16,,,,,
IND-325,D52,2023-03-31,,DEPT,TRUE,,5,,,,
IND-325,D52,2023-12-31,,DEPT,TRUE,5,,,,,
IND-325,D53,2023-03-31,,DEPT,TRUE,,5,,,,
IND-325,D53,2023-12-31,,DEPT,TRUE,5,,,,,
IND-325,D54,2023-03-31,,DEPT,TRUE,,27,,,,
IND-325,D54,2023-12-31,,DEPT,TRUE,29,,,,,
IND-325,D55,2023-03-31,,DEPT,TRUE,,3,,,,
IND-325,D55,2023-12-31,,DEPT,TRUE,1,,,,,
IND-325,D56,2023-03-31,,DEPT,TRUE,,8,,,,
IND-325,D56,2023-12-31,,DEPT,TRUE,11,,,,,
IND-325,D57,2023-03-31,,DEPT,TRUE,,27,,,,
IND-325,D57,2023-12-31,,DEPT,TRUE,21,,,,,
IND-325,D58,2023-03-31,,DEPT,TRUE,,6,,,,
IND-325,D58,2023-12-31,,DEPT,TRUE,9,,,,,
IND-325,D59,2023-03-31,,DEPT,TRUE,,169,,,,
IND-325,D59,2023-12-31,,DEPT,TRUE,169,,,,,
IND-325,D60,2023-03-31,,DEPT,TRUE,,82,,,,
IND-325,D60,2023-12-31,,DEPT,TRUE,82,,,,,
IND-325,D61,2023-03-31,,DEPT,TRUE,,12,,,,
IND-325,D61,2023-12-31,,DEPT,TRUE,8,,,,,
IND-325,D62,2023-03-31,,DEPT,TRUE,,64,,,,
IND-325,D62,2023-12-31,,DEPT,TRUE,45,,,,,
IND-325,D63,2023-03-31,,DEPT,TRUE,,7,,,,
IND-325,D63,2023-12-31,,DEPT,TRUE,7,,,,,
IND-325,D64,2023-03-31,,DEPT,TRUE,,30,,,,
IND-325,D64,2023-12-31,,DEPT,TRUE,27,,,,,
IND-325,D65,2023-03-31,,DEPT,TRUE,,8,,,,
IND-325,D65,2023-12-31,,DEPT,TRUE,10,,,,,
IND-325,D66,2023-03-31,,DEPT,TRUE,,12,,,,
IND-325,D66,2023-12-31,,DEPT,TRUE,12,,,,,
IND-325,D67,2023-03-31,,DEPT,TRUE,,47,,,,
IND-325,D67,2023-12-31,,DEPT,TRUE,36,,,,,
IND-325,D68,2023-03-31,,DEPT,TRUE,,30,,,,
IND-325,D68,2023-12-31,,DEPT,TRUE,33,,,,,
IND-325,D69,2023-03-31,,DEPT,TRUE,,165,,,,
IND-325,D69,2023-12-31,,DEPT,TRUE,164,,,,,
IND-325,D70,2023-03-31,,DEPT,TRUE,,13,,,,
IND-325,D70,2023-12-31,,DEPT,TRUE,15,,,,,
IND-325,D71,2023-03-31,,DEPT,TRUE,,22,,,,
IND-325,D71,2023-12-31,,DEPT,TRUE,22,,,,,
IND-325,D72,2023-03-31,,DEPT,TRUE,,12,,,,
IND-325,D72,2023-12-31,,DEPT,TRUE,12,,,,,
IND-325,D73,2023-03-31,,DEPT,TRUE,,14,,,,
IND-325,D73,2023-12-31,,DEPT,TRUE,22,,,,,
IND-325,D74,2023-03-31,,DEPT,TRUE,,53,,,,
IND-325,D74,2023-12-31,,DEPT,TRUE,50,,,,,
IND-325,D75,2023-03-31,,DEPT,TRUE,,48,,,,
IND-325,D75,2023-12-31,,DEPT,TRUE,51,,,,,
IND-325,D76,2023-03-31,,DEPT,TRUE,,38,,,,
IND-325,D76,2023-12-31,,DEPT,TRUE,41,,,,,
IND-325,D77,2023-03-31,,DEPT,TRUE,,75,,,,
IND-325,D77,2023-12-31,,DEPT,TRUE,71,,,,,
IND-325,D78,2023-03-31,,DEPT,TRUE,,68,,,,
IND-325,D78,2023-12-31,,DEPT,TRUE,62,,,,,
IND-325,D79,2023-03-31,,DEPT,TRUE,,5,,,,
IND-325,D79,2023-12-31,,DEPT,TRUE,5,,,,,
IND-325,D80,2023-03-31,,DEPT,TRUE,,15,,,,
IND-325,D80,2023-12-31,,DEPT,TRUE,14,,,,,
IND-325,D81,2023-03-31,,DEPT,TRUE,,19,,,,
IND-325,D81,2023-12-31,,DEPT,TRUE,19,,,,,
IND-325,D82,2023-03-31,,DEPT,TRUE,,4,,,,
IND-325,D82,2023-12-31,,DEPT,TRUE,4,,,,,
IND-325,D83,2023-03-31,,DEPT,TRUE,,44,,,,
IND-325,D83,2023-12-31,,DEPT,TRUE,46,,,,,
IND-325,D84,2023-03-31,,DEPT,TRUE,,63,,,,
IND-325,D84,2023-12-31,,DEPT,TRUE,65,,,,,
IND-325,D85,2023-03-31,,DEPT,TRUE,,14,,,,
IND-325,D85,2023-12-31,,DEPT,TRUE,17,,,,,
IND-325,D86,2023-03-31,,DEPT,TRUE,,7,,,,
IND-325,D86,2023-12-31,,DEPT,TRUE,10,,,,,
IND-325,D87,2023-03-31,,DEPT,TRUE,,5,,,,
IND-325,D87,2023-12-31,,DEPT,TRUE,5,,,,,
IND-325,D88,2023-03-31,,DEPT,TRUE,,3,,,,
IND-325,D88,2023-12-31,,DEPT,TRUE,3,,,,,
IND-325,D89,2023-03-31,,DEPT,TRUE,,40,,,,
IND-325,D89,2023-12-31,,DEPT,TRUE,40,,,,,
IND-325,D90,2023-03-31,,DEPT,TRUE,,5,,,,
IND-325,D90,2023-12-31,,DEPT,TRUE,6,,,,,
IND-325,D91,2023-03-31,,DEPT,TRUE,,96,,,,
IND-325,D91,2023-12-31,,DEPT,TRUE,97,,,,,
IND-325,D92,2023-03-31,,DEPT,TRUE,,55,,,,
IND-325,D92,2023-12-31,,DEPT,TRUE,58,,,,,
IND-325,D93,2023-03-31,,DEPT,TRUE,,198,,,,
IND-325,D93,2023-12-31,,DEPT,TRUE,195,,,,,
IND-325,D94,2023-03-31,,DEPT,TRUE,,47,,,,
IND-325,D94,2023-12-31,,DEPT,TRUE,54,,,,,
IND-325,D95,2023-03-31,,DEPT,TRUE,,121,,,,
IND-325,D95,2023-12-31,,DEPT,TRUE,121,,,,,
IND-325,D971,2023-03-31,,DEPT,TRUE,,108,,,,
IND-325,D971,2023-12-31,,DEPT,TRUE,113,,,,,
IND-325,D972,2023-03-31,,DEPT,TRUE,,53,,,,
IND-325,D972,2023-12-31,,DEPT,TRUE,51,,,,,
IND-325,D973,2023-03-31,,DEPT,TRUE,,29,,,,
IND-325,D973,2023-12-31,,DEPT,TRUE,29,,,,,
IND-325,D974,2023-03-31,,DEPT,TRUE,,18,,,,
IND-325,D974,2023-12-31,,DEPT,TRUE,16,,,,,
IND-325,D976,2023-03-31,,DEPT,TRUE,,2,,,,
IND-325,D976,2023-12-31,,DEPT,TRUE,2,,,,,
IND-325,FRANCE,2022-12-01,,NAT,TRUE,3116,,,,,
IND-325,FRANCE,2023-03-01,,NAT,TRUE,,3107,,,,
IND-325,R01,2023-03-31,,REG,TRUE,,108,,,,
IND-325,R01,2023-12-31,,REG,TRUE,113,,,,,
IND-325,R02,2023-03-31,,REG,TRUE,,53,,,,
IND-325,R02,2023-12-31,,REG,TRUE,51,,,,,
IND-325,R03,2023-03-31,,REG,TRUE,,29,,,,
IND-325,R03,2023-12-31,,REG,TRUE,29,,,,,
IND-325,R04,2023-03-31,,REG,TRUE,,18,,,,
IND-325,R04,2023-12-31,,REG,TRUE,16,,,,,
IND-325,R06,2023-03-31,,REG,TRUE,,2,,,,
IND-325,R06,2023-12-31,,REG,TRUE,2,,,,,
IND-325,R11,2023-03-31,,REG,TRUE,,708,,,,
IND-325,R11,2023-12-31,,REG,TRUE,709,,,,,
IND-325,R24,2023-03-31,,REG,TRUE,,118,,,,
IND-325,R24,2023-12-31,,REG,TRUE,125,,,,,
IND-325,R27,2023-03-31,,REG,TRUE,,123,,,,
IND-325,R27,2023-12-31,,REG,TRUE,131,,,,,
IND-325,R28,2023-03-31,,REG,TRUE,,89,,,,
IND-325,R28,2023-12-31,,REG,TRUE,85,,,,,
IND-325,R32,2023-03-31,,REG,TRUE,,347,,,,
IND-325,R32,2023-12-31,,REG,TRUE,327,,,,,
IND-325,R44,2023-03-31,,REG,TRUE,,177,,,,
IND-325,R44,2023-12-31,,REG,TRUE,172,,,,,
IND-325,R52,2023-03-31,,REG,TRUE,,91,,,,
IND-325,R52,2023-12-31,,REG,TRUE,94,,,,,
IND-325,R53,2023-03-31,,REG,TRUE,,60,,,,
IND-325,R53,2023-12-31,,REG,TRUE,72,,,,,
IND-325,R75,2023-03-31,,REG,TRUE,,183,,,,
IND-325,R75,2023-12-31,,REG,TRUE,172,,,,,
IND-325,R76,2023-03-31,,REG,TRUE,,251,,,,
IND-325,R76,2023-12-31,,REG,TRUE,249,,,,,
IND-325,R84,2023-03-31,,REG,TRUE,,387,,,,
IND-325,R84,2023-12-31,,REG,TRUE,400,,,,,
IND-325,R93,2023-03-31,,REG,TRUE,,351,,,,
IND-325,R93,2023-12-31,,REG,TRUE,356,,,,,
IND-325,R94,2023-03-31,,REG,TRUE,,12,,,,
IND-325,R94,2023-12-31,,REG,TRUE,13,,,,,
