indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-245,D01,2023-08-31,DEPT,,23,,95.8333333333,,95.8333333333
IND-245,D01,2023-12-31,DEPT,,,24,,24,
IND-245,D02,2023-08-31,DEPT,,28,,96.5517241379,,96.5517241379
IND-245,D02,2023-12-31,DEPT,,,29,,29,
IND-245,D03,2023-08-31,DEPT,,22,,91.6666666667,,91.6666666667
IND-245,D03,2023-12-31,DEPT,,,24,,24,
IND-245,D04,2023-08-31,DEPT,,16,,94.1176470588,,94.1176470588
IND-245,D04,2023-12-31,DEPT,,,17,,17,
IND-245,D05,2023-08-31,DEPT,,16,,94.1176470588,,94.1176470588
IND-245,D05,2023-12-31,DEPT,,,17,,17,
IND-245,D06,2023-08-31,DEPT,,33,,97.0588235294,,97.0588235294
IND-245,D06,2023-12-31,DEPT,,,34,,34,
IND-245,D07,2023-08-31,DEPT,,29,,96.6666666667,,96.6666666667
IND-245,D07,2023-12-31,DEPT,,,30,,30,
IND-245,D08,2023-08-31,DEPT,,29,,96.6666666667,,96.6666666667
IND-245,D08,2023-12-31,DEPT,,,30,,30,
IND-245,D09,2023-08-31,DEPT,,14,,93.3333333333,,93.3333333333
IND-245,D09,2023-12-31,DEPT,,,15,,15,
IND-245,D10,2023-08-31,DEPT,,20,,100,,100
IND-245,D10,2023-12-31,DEPT,,,18,,18,
IND-245,D11,2023-08-31,DEPT,,25,,100,,100
IND-245,D11,2023-12-31,DEPT,,,25,,25,
IND-245,D12,2023-08-31,DEPT,,30,,96.7741935484,,96.7741935484
IND-245,D12,2023-12-31,DEPT,,,31,,31,
IND-245,D13,2023-08-31,DEPT,,32,,91.4285714286,,91.4285714286
IND-245,D13,2023-12-31,DEPT,,,35,,35,
IND-245,D14,2023-08-31,DEPT,,42,,100,,100
IND-245,D14,2023-12-31,DEPT,,,42,,42,
IND-245,D15,2023-08-31,DEPT,,19,,95,,95
IND-245,D15,2023-12-31,DEPT,,,20,,20,
IND-245,D16,2023-08-31,DEPT,,33,,100,,100
IND-245,D16,2023-12-31,DEPT,,,33,,33,
IND-245,D17,2023-08-31,DEPT,,35,,100,,100
IND-245,D17,2023-12-31,DEPT,,,35,,35,
IND-245,D18,2023-08-31,DEPT,,22,,100,,100
IND-245,D18,2023-12-31,DEPT,,,22,,22,
IND-245,D19,2023-08-31,DEPT,,21,,91.3043478261,,91.3043478261
IND-245,D19,2023-12-31,DEPT,,,23,,23,
IND-245,D21,2023-08-31,DEPT,,25,,100,,100
IND-245,D21,2023-12-31,DEPT,,,25,,25,
IND-245,D22,2023-08-31,DEPT,,32,,96.9696969697,,96.9696969697
IND-245,D22,2023-12-31,DEPT,,,33,,33,
IND-245,D23,2023-08-31,DEPT,,20,,100,,100
IND-245,D23,2023-12-31,DEPT,,,20,,20,
IND-245,D24,2023-08-31,DEPT,,36,,100,,100
IND-245,D24,2023-12-31,DEPT,,,36,,36,
IND-245,D25,2023-08-31,DEPT,,30,,100,,100
IND-245,D25,2023-12-31,DEPT,,,29,,29,
IND-245,D26,2023-08-31,DEPT,,26,,96.2962962963,,96.2962962963
IND-245,D26,2023-12-31,DEPT,,,27,,27,
IND-245,D27,2023-08-31,DEPT,,32,,100,,100
IND-245,D27,2023-12-31,DEPT,,,32,,32,
IND-245,D28,2023-08-31,DEPT,,22,,91.6666666667,,91.6666666667
IND-245,D28,2023-12-31,DEPT,,,24,,24,
IND-245,D29,2023-08-31,DEPT,,30,,88.2352941176,,88.2352941176
IND-245,D29,2023-12-31,DEPT,,,34,,34,
IND-245,D2A,2023-08-31,DEPT,,14,,100,,100
IND-245,D2A,2023-12-31,DEPT,,,14,,14,
IND-245,D2B,2023-08-31,DEPT,,22,,100,,100
IND-245,D2B,2023-12-31,DEPT,,,22,,22,
IND-245,D30,2023-08-31,DEPT,,30,,93.75,,93.75
IND-245,D30,2023-12-31,DEPT,,,32,,32,
IND-245,D31,2023-08-31,DEPT,,22,,84.6153846154,,84.6153846154
IND-245,D31,2023-12-31,DEPT,,,26,,26,
IND-245,D32,2023-08-31,DEPT,,24,,100,,100
IND-245,D32,2023-12-31,DEPT,,,24,,24,
IND-245,D33,2023-08-31,DEPT,,41,,95.3488372093,,95.3488372093
IND-245,D33,2023-12-31,DEPT,,,43,,43,
