indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-306,D01,2022-03-01,DEPT,54.36,,,,,
IND-306,D01,2022-06-30,DEPT,56.31,,,,,
IND-306,D01,2022-09-30,DEPT,,58.157139,,,,
IND-306,D01,2022-12-01,DEPT,,59.270516717325194,,,,10.759239082658182
IND-306,D01,2022-12-31,DEPT,,59.270517,,,,
IND-306,D01,2023-03-31,DEPT,,60.27027,,23.9479190042,,9.064476997
IND-306,D01,2023-12-31,DEPT,,,72.847011,,72.84701113999999,
IND-306,D01,2024-12-31,DEPT,,,,,86.42350557,
IND-306,D01,2025-12-31,DEPT,,,,,100,
IND-306,D01,2026-12-31,DEPT,,,,,100,
IND-306,D02,2022-03-01,DEPT,93.45,,,,,
IND-306,D02,2022-06-30,DEPT,95.47,,,,,
IND-306,D02,2022-09-30,DEPT,,96.036988,,,,
IND-306,D02,2022-12-01,DEPT,,96.11074489123268,,,,40.62205940813256
IND-306,D02,2022-12-31,DEPT,,96.110745,,,,
IND-306,D02,2023-03-31,DEPT,,96.156373,,35.4318660846,,15.1517218543
IND-306,D02,2023-12-31,DEPT,,,97.407163,,97.40716326,
IND-306,D02,2024-12-31,DEPT,,,,,98.70358163,
IND-306,D02,2025-12-31,DEPT,,,,,100,
IND-306,D02,2026-12-31,DEPT,,,,,100,
IND-306,D03,2022-03-01,DEPT,69,,,,,
IND-306,D03,2022-06-30,DEPT,71.17,,,,,
IND-306,D03,2022-09-30,DEPT,,73.690722,,,,
IND-306,D03,2022-12-01,DEPT,,75.76131687242798,,,,21.81069958847736
IND-306,D03,2022-12-31,DEPT,,75.761317,,,,
IND-306,D03,2023-03-31,DEPT,,76.904076,,45.2539752967,,19.8892681235
IND-306,D03,2023-12-31,DEPT,,,83.840878,,83.84087791,
IND-306,D03,2024-12-31,DEPT,,,,,91.92043896,
IND-306,D03,2025-12-31,DEPT,,,,,100,
IND-306,D03,2026-12-31,DEPT,,,,,100,
IND-306,D04,2022-03-01,DEPT,62.12,,,,,
IND-306,D04,2022-06-30,DEPT,69.42,,,,,
IND-306,D04,2022-09-30,DEPT,,72.294969,,,,
IND-306,D04,2022-12-01,DEPT,,80.42436687200546,,,,48.32198223866279
IND-306,D04,2022-12-31,DEPT,,80.424367,,,,
IND-306,D04,2023-03-31,DEPT,,82.751678,,76.0524754218,,43.5960693264
IND-306,D04,2023-12-31,DEPT,,,86.949578,,86.94957791,
IND-306,D04,2024-12-31,DEPT,,,,,93.47478896,
IND-306,D04,2025-12-31,DEPT,,,,,100,
IND-306,D04,2026-12-31,DEPT,,,,,100,
IND-306,D05,2022-03-01,DEPT,47.31,,,,,
IND-306,D05,2022-06-30,DEPT,59.45,,,,,
IND-306,D05,2022-09-30,DEPT,,65.77361,,,,
IND-306,D05,2022-12-01,DEPT,,72.16288384512683,,,,47.16812268955557
IND-306,D05,2022-12-31,DEPT,,72.162884,,,,
IND-306,D05,2023-03-31,DEPT,,72.283669,,58.3562838047,,31.648998767
IND-306,D05,2023-12-31,DEPT,,,81.441923,,81.44192256,
IND-306,D05,2024-12-31,DEPT,,,,,90.72096128,
IND-306,D05,2025-12-31,DEPT,,,,,100,
IND-306,D05,2026-12-31,DEPT,,,,,100,
IND-306,D06,2022-03-01,DEPT,80.49,,,,,
IND-306,D06,2022-06-30,DEPT,81.51,,,,,
IND-306,D06,2022-09-30,DEPT,,82.240527,,,,
IND-306,D06,2022-12-01,DEPT,,83.49258649093905,,,,15.389987139615844
IND-306,D06,2022-12-31,DEPT,,83.492586,,,,
IND-306,D06,2023-03-31,DEPT,,84.421284,,38.8946084319,,15.745181179
IND-306,D06,2023-12-31,DEPT,,,88.995058,,88.99505766,
IND-306,D06,2024-12-31,DEPT,,,,,94.49752883,
IND-306,D06,2025-12-31,DEPT,,,,,100,
IND-306,D06,2026-12-31,DEPT,,,,,100,
IND-306,D07,2022-03-01,DEPT,28.29,,,,,
IND-306,D07,2022-06-30,DEPT,30.02,,,,,
IND-306,D07,2022-09-30,DEPT,,31.553611,,,,
IND-306,D07,2022-12-01,DEPT,,32.52385082393756,,,,5.904128885702912
IND-306,D07,2022-12-31,DEPT,,32.523851,,,,
IND-306,D07,2023-03-31,DEPT,,34.904844,,19.5425802014,,6.9803429551
IND-306,D07,2023-12-31,DEPT,,,55.015901,,55.01590055,
IND-306,D07,2024-12-31,DEPT,,,,,77.50795027000001,
IND-306,D07,2025-12-31,DEPT,,,,,100,
IND-306,D07,2026-12-31,DEPT,,,,,100,
IND-306,D08,2022-03-01,DEPT,75.49,,,,,
IND-306,D08,2022-06-30,DEPT,81.03,,,,,
IND-306,D08,2022-09-30,DEPT,,87.695078,,,,
IND-306,D08,2022-12-01,DEPT,,90.17964071856288,,,,59.933254665699174
IND-306,D08,2022-12-31,DEPT,,90.179641,,,,
IND-306,D08,2023-03-31,DEPT,,93.321407,,98.9399822621,,64.7939219821
IND-306,D08,2023-12-31,DEPT,,,93.453094,,93.45309381,
IND-306,D08,2024-12-31,DEPT,,,,,96.72654691,
IND-306,D08,2025-12-31,DEPT,,,,,100,
IND-306,D08,2026-12-31,DEPT,,,,,100,
IND-306,D09,2022-03-01,DEPT,56.38000000000001,,,,,
IND-306,D09,2022-06-30,DEPT,58.78,,,,,
IND-306,D09,2022-09-30,DEPT,,60.144928,,,,
IND-306,D09,2022-12-01,DEPT,,63.54916067146283,,,,16.435489847461778
IND-306,D09,2022-12-31,DEPT,,63.549161,,,,
IND-306,D09,2023-03-31,DEPT,,66.084194,,43.1704240802,,17.7200242601
IND-306,D09,2023-12-31,DEPT,,,75.69944,,75.69944045,
IND-306,D09,2024-12-31,DEPT,,,,,87.84972022000001,
IND-306,D09,2025-12-31,DEPT,,,,,100,
