indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc,indic_ta
IND-717,D01,2022-05-31,DEPT,,0,,
IND-717,D01,2022-06-30,DEPT,,3,,
IND-717,D01,2022-07-31,DEPT,,2,,
IND-717,D01,2022-08-31,DEPT,,4,,
IND-717,D01,2022-09-30,DEPT,,3,,
IND-717,D01,2022-10-31,DEPT,,2,,
IND-717,D01,2022-11-30,DEPT,,5,,
IND-717,D01,2022-12-31,DEPT,,4,,
IND-717,D01,2023-01-31,DEPT,94,,,
IND-717,D02,2022-05-31,DEPT,,6,,
IND-717,D02,2022-06-30,DEPT,,1,,
IND-717,D02,2022-07-31,DEPT,,1,,
IND-717,D02,2022-08-31,DEPT,,4,,
IND-717,D02,2022-09-30,DEPT,,7,,
IND-717,D02,2022-10-31,DEPT,,0,,
IND-717,D02,2022-11-30,DEPT,,3,,
IND-717,D02,2022-12-31,DEPT,,0,,
IND-717,D02,2023-01-31,DEPT,59,,,
IND-717,D03,2022-05-31,DEPT,,1,,
IND-717,D03,2022-06-30,DEPT,,1,,
IND-717,D03,2022-07-31,DEPT,,1,,
IND-717,D03,2022-08-31,DEPT,,3,,
IND-717,D03,2022-09-30,DEPT,,4,,
IND-717,D03,2022-10-31,DEPT,,1,,
IND-717,D03,2022-11-30,DEPT,,3,,
IND-717,D03,2022-12-31,DEPT,,4,,
IND-717,D03,2023-01-31,DEPT,42,,,
IND-717,D04,2022-05-31,DEPT,,0,,
IND-717,D04,2022-06-30,DEPT,,0,,
IND-717,D04,2022-07-31,DEPT,,0,,
IND-717,D04,2022-08-31,DEPT,,3,,
IND-717,D04,2022-09-30,DEPT,,3,,
IND-717,D04,2022-12-31,DEPT,,1,,
IND-717,D04,2023-01-31,DEPT,31,,,
IND-717,D05,2022-05-31,DEPT,,2,,
IND-717,D05,2022-06-30,DEPT,,0,,
IND-717,D05,2022-07-31,DEPT,,0,,
IND-717,D05,2022-08-31,DEPT,,1,,
IND-717,D05,2022-09-30,DEPT,,3,,
IND-717,D05,2022-10-31,DEPT,,1,,
IND-717,D05,2022-11-30,DEPT,,2,,
IND-717,D05,2022-12-31,DEPT,,0,,
IND-717,D05,2023-01-31,DEPT,27,,,
IND-717,D06,2022-05-31,DEPT,,11,,
IND-717,D06,2022-06-30,DEPT,,1,,
IND-717,D06,2022-07-31,DEPT,,3,,
IND-717,D06,2022-08-31,DEPT,,3,,
IND-717,D06,2022-09-30,DEPT,,8,,
IND-717,D06,2022-10-31,DEPT,,20,,
IND-717,D06,2022-11-30,DEPT,,8,,
IND-717,D06,2022-12-31,DEPT,,6,,
IND-717,D06,2023-01-31,DEPT,209,,,
IND-717,D07,2022-05-31,DEPT,,4,,
IND-717,D07,2022-06-30,DEPT,,1,,
IND-717,D07,2022-07-31,DEPT,,1,,
IND-717,D07,2022-08-31,DEPT,,11,,
IND-717,D07,2022-09-30,DEPT,,12,,
IND-717,D07,2022-10-31,DEPT,,3,,
IND-717,D07,2022-11-30,DEPT,,3,,
IND-717,D07,2022-12-31,DEPT,,7,,
IND-717,D07,2023-01-31,DEPT,97,,,
IND-717,D08,2022-05-31,DEPT,,1,,
IND-717,D08,2022-06-30,DEPT,,1,,
IND-717,D08,2022-07-31,DEPT,,1,,
IND-717,D08,2022-08-31,DEPT,,1,,
IND-717,D08,2022-09-30,DEPT,,1,,
IND-717,D08,2022-10-31,DEPT,,0,,
IND-717,D08,2022-11-30,DEPT,,1,,
IND-717,D08,2022-12-31,DEPT,,1,,
IND-717,D08,2023-01-31,DEPT,32,,,
IND-717,D09,2022-05-31,DEPT,,1,,
IND-717,D09,2022-06-30,DEPT,,1,,
IND-717,D09,2022-07-31,DEPT,,0,,
IND-717,D09,2022-08-31,DEPT,,1,,
IND-717,D09,2022-09-30,DEPT,,0,,
IND-717,D09,2022-10-31,DEPT,,7,,
IND-717,D09,2022-11-30,DEPT,,1,,
IND-717,D09,2022-12-31,DEPT,,0,,
IND-717,D09,2023-01-31,DEPT,42,,,
IND-717,D10,2022-05-31,DEPT,,1,,
IND-717,D10,2022-06-30,DEPT,,5,,
IND-717,D10,2022-07-31,DEPT,,2,,
IND-717,D10,2022-08-31,DEPT,,3,,
IND-717,D10,2022-09-30,DEPT,,1,,
IND-717,D10,2022-10-31,DEPT,,1,,
IND-717,D10,2022-11-30,DEPT,,1,,
IND-717,D10,2022-12-31,DEPT,,0,,
IND-717,D10,2023-01-31,DEPT,38,,,
IND-717,D11,2022-05-31,DEPT,,4,,
IND-717,D11,2022-06-30,DEPT,,4,,
IND-717,D11,2022-07-31,DEPT,,3,,
IND-717,D11,2022-08-31,DEPT,,5,,
IND-717,D11,2022-09-30,DEPT,,5,,
IND-717,D11,2022-10-31,DEPT,,10,,
IND-717,D11,2022-11-30,DEPT,,6,,
IND-717,D11,2022-12-31,DEPT,,1,,
IND-717,D11,2023-01-31,DEPT,99,,,
IND-717,D12,2022-05-31,DEPT,,6,,
IND-717,D12,2022-06-30,DEPT,,3,,
IND-717,D12,2022-07-31,DEPT,,1,,
IND-717,D12,2022-08-31,DEPT,,8,,
IND-717,D12,2022-09-30,DEPT,,8,,
IND-717,D12,2022-10-31,DEPT,,1,,
IND-717,D12,2022-11-30,DEPT,,6,,
IND-717,D12,2022-12-31,DEPT,,4,,
IND-717,D12,2023-01-31,DEPT,71,,,
IND-717,D13,2022-05-31,DEPT,,5,,
IND-717,D13,2022-06-30,DEPT,,13,,
IND-717,D13,2022-07-31,DEPT,,5,,
IND-717,D13,2022-08-31,DEPT,,0,,
IND-717,D13,2022-09-30,DEPT,,13,,
IND-717,D13,2022-10-31,DEPT,,12,,
IND-717,D13,2022-11-30,DEPT,,16,,
IND-717,D13,2022-12-31,DEPT,,7,,
IND-717,D13,2023-01-31,DEPT,304,,,
IND-717,D14,2022-05-31,DEPT,,4,,
IND-717,D14,2022-06-30,DEPT,,1,,
IND-717,D14,2022-07-31,DEPT,,2,,
IND-717,D14,2022-08-31,DEPT,,1,,
IND-717,D14,2022-09-30,DEPT,,3,,
IND-717,D14,2022-10-31,DEPT,,7,,
IND-717,D14,2022-11-30,DEPT,,2,,
IND-717,D14,2022-12-31,DEPT,,2,,
IND-717,D14,2023-01-31,DEPT,99,,,
IND-717,D15,2022-05-31,DEPT,,1,,
IND-717,D15,2022-06-30,DEPT,,2,,
IND-717,D15,2022-07-31,DEPT,,0,,
IND-717,D15,2022-08-31,DEPT,,2,,
IND-717,D15,2022-09-30,DEPT,,2,,
IND-717,D15,2022-10-31,DEPT,,2,,
IND-717,D15,2022-11-30,DEPT,,0,,
IND-717,D15,2022-12-31,DEPT,,0,,
IND-717,D15,2023-01-31,DEPT,34,,,
IND-717,D16,2022-05-31,DEPT,,1,,
IND-717,D16,2022-06-30,DEPT,,1,,
IND-717,D16,2022-07-31,DEPT,,1,,
IND-717,D16,2022-08-31,DEPT,,6,,
IND-717,D16,2022-09-30,DEPT,,6,,
IND-717,D16,2022-10-31,DEPT,,1,,
IND-717,D16,2022-11-30,DEPT,,1,,
IND-717,D16,2022-12-31,DEPT,,4,,
IND-717,D16,2023-01-31,DEPT,50,,,
IND-717,D17,2022-05-31,DEPT,,1,,
IND-717,D17,2022-06-30,DEPT,,1,,
IND-717,D17,2022-07-31,DEPT,,2,,
IND-717,D17,2022-08-31,DEPT,,6,,
IND-717,D17,2022-09-30,DEPT,,4,,
