indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-710,D01,2022-12-31,DEPT,157,157,,0,,0
IND-710,D01,2023-12-31,DEPT,,,211,,,
IND-710,D01,2027-01-31,DEPT,,,,,563,
IND-710,D02,2022-12-31,DEPT,100,100,,0,,0
IND-710,D02,2023-12-31,DEPT,,,265,,,
IND-710,D02,2027-01-31,DEPT,,,,,706,
IND-710,D03,2022-12-31,DEPT,122,122,,0,,0
IND-710,D03,2023-12-31,DEPT,,,175,,,
IND-710,D03,2027-01-31,DEPT,,,,,467,
IND-710,D04,2022-12-31,DEPT,72,72,,100,,0
IND-710,D04,2023-12-31,DEPT,,,59,,,
IND-710,D04,2027-01-31,DEPT,,,,,158,
IND-710,D05,2022-12-31,DEPT,50,50,,0,,0
IND-710,D05,2023-12-31,DEPT,,,92,,,
IND-710,D05,2027-01-31,DEPT,,,,,246,
IND-710,D06,2022-12-31,DEPT,182,182,,0,,0
IND-710,D06,2023-12-31,DEPT,,,316,,,
IND-710,D06,2027-01-31,DEPT,,,,,842,
IND-710,D07,2022-12-31,DEPT,93,93,,0,,0
IND-710,D07,2023-12-31,DEPT,,,124,,,
IND-710,D07,2027-01-31,DEPT,,,,,330,
IND-710,D08,2022-12-31,DEPT,56,56,,100,,0
IND-710,D08,2023-12-31,DEPT,,,52,,,
IND-710,D08,2027-01-31,DEPT,,,,,139,
IND-710,D09,2022-12-31,DEPT,54,54,,0,,0
IND-710,D09,2023-12-31,DEPT,,,136,,,
IND-710,D09,2027-01-31,DEPT,,,,,362,
IND-710,D10,2022-12-31,DEPT,92,92,,100,,0
IND-710,D10,2023-12-31,DEPT,,,82,,,
IND-710,D10,2027-01-31,DEPT,,,,,218,
IND-710,D11,2022-12-31,DEPT,127,127,,0,,0
IND-710,D11,2023-12-31,DEPT,,,186,,,
IND-710,D11,2027-01-31,DEPT,,,,,496,
IND-710,D12,2022-12-31,DEPT,128,128,,0,,0
IND-710,D12,2023-12-31,DEPT,,,256,,,
IND-710,D12,2027-01-31,DEPT,,,,,684,
IND-710,D13,2022-12-31,DEPT,644,644,,100,,0
IND-710,D13,2023-12-31,DEPT,,,480,,,
IND-710,D13,2027-01-31,DEPT,,,,,1279,
IND-710,D14,2022-12-31,DEPT,204,204,,0,,0
IND-710,D14,2023-12-31,DEPT,,,374,,,
IND-710,D14,2027-01-31,DEPT,,,,,998,
IND-710,D15,2022-12-31,DEPT,86,86,,0,,0
IND-710,D15,2023-12-31,DEPT,,,128,,,
