indic_id,enforce_zone_id,metric_enforce_date,is_pilote,maille,is_hist,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-223,D28,2023-12-31,,DEPT,TRUE,,,44,,,
IND-223,D28,2024-12-31,,DEPT,TRUE,,,47.3,,,
IND-223,D28,2025-12-31,,DEPT,TRUE,,,49.4,,,
IND-223,D28,2026-12-31,,DEPT,TRUE,,,51.6,,,
IND-223,D29,2022-09-01,,DEPT,TRUE,50.9,50.9,,0,,
IND-223,D29,2023-12-31,,DEPT,TRUE,,,53.7,,,
IND-223,D29,2024-12-31,,DEPT,TRUE,,,56.3,,,
IND-223,D29,2025-12-31,,DEPT,TRUE,,,58.1,,,
IND-223,D29,2026-12-31,,DEPT,TRUE,,,59.9,,,
IND-223,D2A,2022-09-01,,DEPT,TRUE,44.4,44.4,,0,,
IND-223,D2A,2023-12-31,,DEPT,TRUE,,,47.5,,,
IND-223,D2A,2024-12-31,,DEPT,TRUE,,,50.6,,,
IND-223,D2A,2025-12-31,,DEPT,TRUE,,,52.6,,,
IND-223,D2A,2026-12-31,,DEPT,TRUE,,,54.6,,,
IND-223,D2B,2022-09-01,,DEPT,TRUE,44,44,,0,,
IND-223,D2B,2023-12-31,,DEPT,TRUE,,,47.2,,,
IND-223,D2B,2024-12-31,,DEPT,TRUE,,,50.2,,,
IND-223,D2B,2025-12-31,,DEPT,TRUE,,,52.2,,,
IND-223,D2B,2026-12-31,,DEPT,TRUE,,,54.3,,,
IND-223,D30,2022-09-01,,DEPT,TRUE,41.2,41.2,,0,,
IND-223,D30,2023-12-31,,DEPT,TRUE,,,44.5,,,
IND-223,D30,2024-12-31,,DEPT,TRUE,,,47.7,,,
IND-223,D30,2025-12-31,,DEPT,TRUE,,,49.8,,,
IND-223,D30,2026-12-31,,DEPT,TRUE,,,52,,,
IND-223,D31,2022-09-01,,DEPT,TRUE,52.8,52.8,,0,,
IND-223,D31,2023-12-31,,DEPT,TRUE,,,55.5,,,
IND-223,D31,2024-12-31,,DEPT,TRUE,,,58,,,
IND-223,D31,2025-12-31,,DEPT,TRUE,,,59.7,,,
IND-223,D31,2026-12-31,,DEPT,TRUE,,,61.5,,,
IND-223,D32,2022-09-01,,DEPT,TRUE,51.1,51.1,,0,,
IND-223,D32,2023-12-31,,DEPT,TRUE,,,53.9,,,
IND-223,D32,2024-12-31,,DEPT,TRUE,,,56.5,,,
IND-223,D32,2025-12-31,,DEPT,TRUE,,,58.3,,,
IND-223,D32,2026-12-31,,DEPT,TRUE,,,60.1,,,
IND-223,D33,2022-09-01,,DEPT,TRUE,49.5,49.5,,0,,
IND-223,D33,2023-12-31,,DEPT,TRUE,,,52.3,,,
IND-223,D33,2024-12-31,,DEPT,TRUE,,,55.1,,,
IND-223,D33,2025-12-31,,DEPT,TRUE,,,56.9,,,
IND-223,D33,2026-12-31,,DEPT,TRUE,,,58.8,,,
IND-223,D34,2022-09-01,,DEPT,TRUE,46,46,,0,,
IND-223,D34,2023-12-31,,DEPT,TRUE,,,49,,,
IND-223,D34,2024-12-31,,DEPT,TRUE,,,52,,,
IND-223,D34,2025-12-31,,DEPT,TRUE,,,53.9,,,
IND-223,D34,2026-12-31,,DEPT,TRUE,,,55.9,,,
IND-223,D35,2022-09-01,,DEPT,TRUE,52.5,52.5,,0,,
IND-223,D35,2023-12-31,,DEPT,TRUE,,,55.2,,,
IND-223,D35,2024-12-31,,DEPT,TRUE,,,57.8,,,
IND-223,D35,2025-12-31,,DEPT,TRUE,,,59.5,,,
IND-223,D35,2026-12-31,,DEPT,TRUE,,,61.2,,,
IND-223,D36,2022-09-01,,DEPT,TRUE,42.1,42.1,,0,,
IND-223,D36,2023-12-31,,DEPT,TRUE,,,45.4,,,
IND-223,D36,2024-12-31,,DEPT,TRUE,,,48.5,,,
IND-223,D36,2025-12-31,,DEPT,TRUE,,,50.6,,,
IND-223,D36,2026-12-31,,DEPT,TRUE,,,52.7,,,
IND-223,D37,2022-09-01,,DEPT,TRUE,48.9,48.9,,0,,
IND-223,D37,2023-12-31,,DEPT,TRUE,,,51.8,,,
IND-223,D37,2024-12-31,,DEPT,TRUE,,,54.6,,,
IND-223,D37,2025-12-31,,DEPT,TRUE,,,56.4,,,
IND-223,D37,2026-12-31,,DEPT,TRUE,,,58.3,,,
IND-223,D38,2022-09-01,,DEPT,TRUE,48.9,48.9,,0,,
IND-223,D38,2023-12-31,,DEPT,TRUE,,,51.8,,,
IND-223,D38,2024-12-31,,DEPT,TRUE,,,54.6,,,
IND-223,D38,2025-12-31,,DEPT,TRUE,,,56.4,,,
IND-223,D38,2026-12-31,,DEPT,TRUE,,,58.3,,,
IND-223,D39,2022-09-01,,DEPT,TRUE,47.3,47.3,,0,,
IND-223,D39,2023-12-31,,DEPT,TRUE,,,50.3,,,
IND-223,D39,2024-12-31,,DEPT,TRUE,,,53.1,,,
IND-223,D39,2025-12-31,,DEPT,TRUE,,,55,,,
IND-223,D39,2026-12-31,,DEPT,TRUE,,,57,,,
IND-223,D40,2022-09-01,,DEPT,TRUE,51.1,51.1,,0,,
IND-223,D40,2023-12-31,,DEPT,TRUE,,,53.9,,,
IND-223,D40,2024-12-31,,DEPT,TRUE,,,56.5,,,
IND-223,D40,2025-12-31,,DEPT,TRUE,,,58.3,,,
IND-223,D40,2026-12-31,,DEPT,TRUE,,,60.1,,,
IND-223,D41,2022-09-01,,DEPT,TRUE,42.8,42.8,,0,,
IND-223,D41,2023-12-31,,DEPT,TRUE,,,46,,,
IND-223,D41,2024-12-31,,DEPT,TRUE,,,49.1,,,
IND-223,D41,2025-12-31,,DEPT,TRUE,,,51.2,,,
IND-223,D41,2026-12-31,,DEPT,TRUE,,,53.3,,,
IND-223,D42,2022-09-01,,DEPT,TRUE,43.6,43.6,,0,,
IND-223,D42,2023-12-31,,DEPT,TRUE,,,46.8,,,
IND-223,D42,2024-12-31,,DEPT,TRUE,,,49.8,,,
IND-223,D42,2025-12-31,,DEPT,TRUE,,,51.9,,,
IND-223,D42,2026-12-31,,DEPT,TRUE,,,53.9,,,
IND-223,D43,2022-09-01,,DEPT,TRUE,50.5,50.5,,0,,
IND-223,D43,2023-12-31,,DEPT,TRUE,,,53.3,,,
IND-223,D43,2024-12-31,,DEPT,TRUE,,,56,,,
IND-223,D43,2025-12-31,,DEPT,TRUE,,,57.8,,,
IND-223,D43,2026-12-31,,DEPT,TRUE,,,59.6,,,
IND-223,D44,2022-09-01,,DEPT,TRUE,53.2,53.2,,0,,
IND-223,D44,2023-12-31,,DEPT,TRUE,,,55.8,,,
IND-223,D44,2024-12-31,,DEPT,TRUE,,,58.4,,,
IND-223,D44,2025-12-31,,DEPT,TRUE,,,60.1,,,
IND-223,D44,2026-12-31,,DEPT,TRUE,,,61.8,,,
IND-223,D45,2022-09-01,,DEPT,TRUE,43.5,43.5,,0,,
IND-223,D45,2023-12-31,,DEPT,TRUE,,,46.7,,,
IND-223,D45,2024-12-31,,DEPT,TRUE,,,49.8,,,
IND-223,D45,2025-12-31,,DEPT,TRUE,,,51.8,,,
IND-223,D45,2026-12-31,,DEPT,TRUE,,,53.9,,,
IND-223,D46,2022-09-01,,DEPT,TRUE,47,47,,0,,
IND-223,D46,2023-12-31,,DEPT,TRUE,,,50,,,
IND-223,D46,2024-12-31,,DEPT,TRUE,,,52.9,,,
IND-223,D46,2025-12-31,,DEPT,TRUE,,,54.8,,,
IND-223,D46,2026-12-31,,DEPT,TRUE,,,56.7,,,
IND-223,D47,2022-09-01,,DEPT,TRUE,39,39,,0,,
IND-223,D47,2023-12-31,,DEPT,TRUE,,,42.4,,,
IND-223,D47,2024-12-31,,DEPT,TRUE,,,45.8,,,
IND-223,D47,2025-12-31,,DEPT,TRUE,,,48,,,
IND-223,D47,2026-12-31,,DEPT,TRUE,,,50.2,,,
IND-223,D48,2022-09-01,,DEPT,TRUE,50.3,50.3,,0,,
IND-223,D48,2023-12-31,,DEPT,TRUE,,,53.1,,,
IND-223,D48,2024-12-31,,DEPT,TRUE,,,55.8,,,
IND-223,D48,2025-12-31,,DEPT,TRUE,,,57.6,,,
IND-223,D48,2026-12-31,,DEPT,TRUE,,,59.4,,,
IND-223,D49,2022-09-01,,DEPT,TRUE,47.9,47.9,,0,,
IND-223,D49,2023-12-31,,DEPT,TRUE,,,50.8,,,
IND-223,D49,2024-12-31,,DEPT,TRUE,,,53.7,,,
IND-223,D49,2025-12-31,,DEPT,TRUE,,,55.6,,,
IND-223,D49,2026-12-31,,DEPT,TRUE,,,57.5,,,
IND-223,D50,2022-09-01,,DEPT,TRUE,44.9,44.9,,0,,
IND-223,D50,2023-12-31,,DEPT,TRUE,,,48,,,
IND-223,D50,2024-12-31,,DEPT,TRUE,,,51,,,
IND-223,D50,2025-12-31,,DEPT,TRUE,,,53,,,
IND-223,D50,2026-12-31,,DEPT,TRUE,,,55,,,
IND-223,D51,2022-09-01,,DEPT,TRUE,44.8,44.8,,0,,
IND-223,D51,2023-12-31,,DEPT,TRUE,,,47.9,,,
IND-223,D51,2024-12-31,,DEPT,TRUE,,,50.9,,,
IND-223,D51,2025-12-31,,DEPT,TRUE,,,52.9,,,
IND-223,D51,2026-12-31,,DEPT,TRUE,,,54.9,,,
IND-223,D52,2022-09-01,,DEPT,TRUE,42.7,42.7,,0,,
IND-223,D52,2023-12-31,,DEPT,TRUE,,,45.9,,,
IND-223,D52,2024-12-31,,DEPT,TRUE,,,49,,,
IND-223,D52,2025-12-31,,DEPT,TRUE,,,51.1,,,
IND-223,D52,2026-12-31,,DEPT,TRUE,,,53.2,,,
IND-223,D53,2022-09-01,,DEPT,TRUE,46.8,46.8,,0,,
IND-223,D53,2023-12-31,,DEPT,TRUE,,,49.8,,,
IND-223,D53,2024-12-31,,DEPT,TRUE,,,52.7,,,
IND-223,D53,2025-12-31,,DEPT,TRUE,,,54.6,,,
IND-223,D53,2026-12-31,,DEPT,TRUE,,,56.6,,,
IND-223,D54,2022-09-01,,DEPT,TRUE,48.8,48.8,,0,,
IND-223,D54,2023-12-31,,DEPT,TRUE,,,51.7,,,
IND-223,D54,2024-12-31,,DEPT,TRUE,,,54.5,,,
IND-223,D54,2025-12-31,,DEPT,TRUE,,,56.3,,,
IND-223,D54,2026-12-31,,DEPT,TRUE,,,58.2,,,
IND-223,D55,2022-09-01,,DEPT,TRUE,42,42,,0,,
IND-223,D55,2023-12-31,,DEPT,TRUE,,,45.3,,,
IND-223,D55,2024-12-31,,DEPT,TRUE,,,48.4,,,
IND-223,D55,2025-12-31,,DEPT,TRUE,,,50.5,,,
IND-223,D55,2026-12-31,,DEPT,TRUE,,,52.6,,,
IND-223,D56,2022-09-01,,DEPT,TRUE,48.4,48.4,,0,,
IND-223,D56,2023-12-31,,DEPT,TRUE,,,51.3,,,
IND-223,D56,2024-12-31,,DEPT,TRUE,,,54.1,,,
IND-223,D56,2025-12-31,,DEPT,TRUE,,,56,,,
IND-223,D56,2026-12-31,,DEPT,TRUE,,,57.9,,,
IND-223,D57,2022-09-01,,DEPT,TRUE,46.1,46.1,,0,,
IND-223,D57,2023-12-31,,DEPT,TRUE,,,49.1,,,
IND-223,D57,2024-12-31,,DEPT,TRUE,,,52.1,,,
IND-223,D57,2025-12-31,,DEPT,TRUE,,,54,,,
IND-223,D57,2026-12-31,,DEPT,TRUE,,,56,,,
IND-223,D58,2022-09-01,,DEPT,TRUE,42.5,42.5,,0,,
IND-223,D58,2023-12-31,,DEPT,TRUE,,,45.7,,,
IND-223,D58,2024-12-31,,DEPT,TRUE,,,48.9,,,
IND-223,D58,2025-12-31,,DEPT,TRUE,,,51,,,
IND-223,D58,2026-12-31,,DEPT,TRUE,,,53,,,
IND-223,D59,2022-09-01,,DEPT,TRUE,42.8,42.8,,0,,
IND-223,D59,2023-12-31,,DEPT,TRUE,,,46,,,
IND-223,D59,2024-12-31,,DEPT,TRUE,,,49.1,,,
IND-223,D59,2025-12-31,,DEPT,TRUE,,,51.2,,,
IND-223,D59,2026-12-31,,DEPT,TRUE,,,53.3,,,
IND-223,D60,2022-09-01,,DEPT,TRUE,40.5,40.5,,0,,
IND-223,D60,2023-12-31,,DEPT,TRUE,,,43.8,,,
IND-223,D60,2024-12-31,,DEPT,TRUE,,,47.1,,,
IND-223,D60,2025-12-31,,DEPT,TRUE,,,49.2,,,
IND-223,D60,2026-12-31,,DEPT,TRUE,,,51.4,,,
IND-223,D61,2022-09-01,,DEPT,TRUE,39.8,39.8,,0,,
IND-223,D61,2023-12-31,,DEPT,TRUE,,,43.2,,,
IND-223,D61,2024-12-31,,DEPT,TRUE,,,46.5,,,
IND-223,D61,2025-12-31,,DEPT,TRUE,,,48.6,,,
IND-223,D61,2026-12-31,,DEPT,TRUE,,,50.8,,,
IND-223,D62,2022-09-01,,DEPT,TRUE,39.6,39.6,,0,,
IND-223,D62,2023-12-31,,DEPT,TRUE,,,43,,,
IND-223,D62,2024-12-31,,DEPT,TRUE,,,46.3,,,
IND-223,D62,2025-12-31,,DEPT,TRUE,,,48.5,,,
IND-223,D62,2026-12-31,,DEPT,TRUE,,,50.7,,,
IND-223,D63,2022-09-01,,DEPT,TRUE,49.5,49.5,,0,,
IND-223,D63,2023-12-31,,DEPT,TRUE,,,52.3,,,
IND-223,D63,2024-12-31,,DEPT,TRUE,,,55.1,,,
IND-223,D63,2025-12-31,,DEPT,TRUE,,,56.9,,,
IND-223,D63,2026-12-31,,DEPT,TRUE,,,58.8,,,
IND-223,D64,2022-09-01,,DEPT,TRUE,51.4,51.4,,0,,
IND-223,D64,2023-12-31,,DEPT,TRUE,,,54.1,,,
IND-223,D64,2024-12-31,,DEPT,TRUE,,,56.8,,,
IND-223,D64,2025-12-31,,DEPT,TRUE,,,58.5,,,
IND-223,D64,2026-12-31,,DEPT,TRUE,,,60.3,,,
IND-223,D65,2022-09-01,,DEPT,TRUE,45.4,45.4,,0,,
IND-223,D65,2023-12-31,,DEPT,TRUE,,,48.5,,,
IND-223,D65,2024-12-31,,DEPT,TRUE,,,51.4,,,
IND-223,D65,2025-12-31,,DEPT,TRUE,,,53.4,,,
IND-223,D65,2026-12-31,,DEPT,TRUE,,,55.4,,,
IND-223,D66,2022-09-01,,DEPT,TRUE,39.4,39.4,,0,,
IND-223,D66,2023-12-31,,DEPT,TRUE,,,42.8,,,
IND-223,D66,2024-12-31,,DEPT,TRUE,,,46.1,,,
IND-223,D66,2025-12-31,,DEPT,TRUE,,,48.3,,,
IND-223,D66,2026-12-31,,DEPT,TRUE,,,50.5,,,
IND-223,D67,2022-09-01,,DEPT,TRUE,50.2,50.2,,0,,
IND-223,D67,2023-12-31,,DEPT,TRUE,,,53,,,
IND-223,D67,2024-12-31,,DEPT,TRUE,,,55.7,,,
IND-223,D67,2025-12-31,,DEPT,TRUE,,,57.5,,,
IND-223,D67,2026-12-31,,DEPT,TRUE,,,59.3,,,
IND-223,D68,2022-09-01,,DEPT,TRUE,45.1,45.1,,0,,
IND-223,D68,2023-12-31,,DEPT,TRUE,,,48.2,,,
IND-223,D68,2024-12-31,,DEPT,TRUE,,,51.2,,,
IND-223,D68,2025-12-31,,DEPT,TRUE,,,53.2,,,
IND-223,D68,2026-12-31,,DEPT,TRUE,,,55.2,,,
IND-223,D69,2022-09-01,,DEPT,TRUE,50,50,,0,,
IND-223,D69,2023-12-31,,DEPT,TRUE,,,52.8,,,
IND-223,D69,2024-12-31,,DEPT,TRUE,,,55.5,,,
IND-223,D69,2025-12-31,,DEPT,TRUE,,,57.4,,,
IND-223,D69,2026-12-31,,DEPT,TRUE,,,59.2,,,
IND-223,D70,2022-09-01,,DEPT,TRUE,44.1,44.1,,0,,
IND-223,D70,2023-12-31,,DEPT,TRUE,,,47.2,,,
IND-223,D70,2024-12-31,,DEPT,TRUE,,,50.3,,,
IND-223,D70,2025-12-31,,DEPT,TRUE,,,52.3,,,
IND-223,D70,2026-12-31,,DEPT,TRUE,,,54.3,,,
IND-223,D71,2022-09-01,,DEPT,TRUE,42.8,42.8,,0,,
IND-223,D71,2023-12-31,,DEPT,TRUE,,,46,,,
IND-223,D71,2024-12-31,,DEPT,TRUE,,,49.1,,,
IND-223,D71,2025-12-31,,DEPT,TRUE,,,51.2,,,
IND-223,D71,2026-12-31,,DEPT,TRUE,,,53.3,,,
IND-223,D72,2022-09-01,,DEPT,TRUE,41.4,41.4,,0,,
IND-223,D72,2023-12-31,,DEPT,TRUE,,,44.7,,,
IND-223,D72,2024-12-31,,DEPT,TRUE,,,47.9,,,
IND-223,D72,2025-12-31,,DEPT,TRUE,,,50,,,
IND-223,D72,2026-12-31,,DEPT,TRUE,,,52.1,,,
IND-223,D73,2022-09-01,,DEPT,TRUE,51.1,51.1,,0,,
IND-223,D73,2023-12-31,,DEPT,TRUE,,,53.9,,,
IND-223,D73,2024-12-31,,DEPT,TRUE,,,56.5,,,
IND-223,D73,2025-12-31,,DEPT,TRUE,,,58.3,,,
IND-223,D73,2026-12-31,,DEPT,TRUE,,,60.1,,,
IND-223,D74,2022-09-01,,DEPT,TRUE,55,55,,0,,
IND-223,D74,2023-12-31,,DEPT,TRUE,,,57.5,,,
IND-223,D74,2024-12-31,,DEPT,TRUE,,,60,,,
IND-223,D74,2025-12-31,,DEPT,TRUE,,,61.6,,,
IND-223,D74,2026-12-31,,DEPT,TRUE,,,63.2,,,
IND-223,D75,2022-09-01,,DEPT,TRUE,60.6,60.6,,0,,
IND-223,D75,2023-12-31,,DEPT,TRUE,,,62.8,,,
IND-223,D75,2024-12-31,,DEPT,TRUE,,,65,,,
IND-223,D75,2025-12-31,,DEPT,TRUE,,,66.4,,,
IND-223,D75,2026-12-31,,DEPT,TRUE,,,67.8,,,
IND-223,D76,2022-09-01,,DEPT,TRUE,41.1,41.1,,0,,
IND-223,D76,2023-12-31,,DEPT,TRUE,,,44.4,,,
IND-223,D76,2024-12-31,,DEPT,TRUE,,,47.6,,,
IND-223,D76,2025-12-31,,DEPT,TRUE,,,49.8,,,
IND-223,D76,2026-12-31,,DEPT,TRUE,,,51.9,,,
IND-223,D77,2022-09-01,,DEPT,TRUE,42.3,42.3,,0,,
IND-223,D77,2023-12-31,,DEPT,TRUE,,,45.5,,,
IND-223,D77,2024-12-31,,DEPT,TRUE,,,48.7,,,
IND-223,D77,2025-12-31,,DEPT,TRUE,,,50.8,,,
