indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-613,D06,2022-12-31,DEPT,0,,,,,
IND-613,D06,2023-06-30,DEPT,,0,,100,,100
IND-613,D06,2023-12-31,DEPT,,,0,,,
IND-613,D06,2026-12-31,DEPT,,,,,0,
IND-613,D11,2022-12-31,DEPT,0.5,,,,,
IND-613,D11,2023-06-30,DEPT,,0.5,,100,,100
IND-613,D11,2023-12-31,DEPT,,,0,,,
IND-613,D11,2026-12-31,DEPT,,,,,0,
IND-613,D13,2022-12-31,DEPT,0.5,,,,,
IND-613,D13,2023-06-30,DEPT,,0.5,,100,,100
IND-613,D13,2023-12-31,DEPT,,,0,,,
IND-613,D13,2026-12-31,DEPT,,,,,0,
IND-613,D14,2022-12-31,DEPT,0,,,,,
IND-613,D14,2023-06-30,DEPT,,0,,100,,100
IND-613,D14,2023-12-31,DEPT,,,0,,,
IND-613,D14,2026-12-31,DEPT,,,,,0,
IND-613,D17,2022-12-31,DEPT,1,,,,,
IND-613,D17,2023-06-30,DEPT,,1,,100,,100
IND-613,D17,2023-12-31,DEPT,,,0,,,
IND-613,D17,2026-12-31,DEPT,,,,,0,
IND-613,D22,2022-12-31,DEPT,0,,,,,
IND-613,D22,2023-06-30,DEPT,,0,,100,,100
IND-613,D22,2023-12-31,DEPT,,,0,,,
IND-613,D22,2026-12-31,DEPT,,,,,0,
IND-613,D29,2022-12-31,DEPT,0,,,,,
IND-613,D29,2023-06-30,DEPT,,0,,100,,100
IND-613,D29,2023-12-31,DEPT,,,0,,,
IND-613,D29,2026-12-31,DEPT,,,,,0,
IND-613,D2A,2022-12-31,DEPT,0,,,,,
IND-613,D2A,2023-06-30,DEPT,,0,,100,,100
IND-613,D2A,2023-12-31,DEPT,,,0,,,
IND-613,D2A,2026-12-31,DEPT,,,,,0,
IND-613,D2B,2022-12-31,DEPT,0,,,,,
IND-613,D2B,2023-06-30,DEPT,,0,,100,,100
IND-613,D2B,2023-12-31,DEPT,,,0,,,
IND-613,D2B,2026-12-31,DEPT,,,,,0,
IND-613,D30,2022-12-31,DEPT,0,,,,,
IND-613,D30,2023-06-30,DEPT,,0,,100,,100
IND-613,D30,2023-12-31,DEPT,,,0,,,
IND-613,D30,2026-12-31,DEPT,,,,,0,
IND-613,D33,2022-12-31,DEPT,0,,,,,
IND-613,D33,2023-06-30,DEPT,,0,,100,,100
IND-613,D33,2023-12-31,DEPT,,,0,,,
IND-613,D33,2026-12-31,DEPT,,,,,0,
IND-613,D34,2022-12-31,DEPT,0,,,,,
IND-613,D34,2023-06-30,DEPT,,0,,100,,100
IND-613,D34,2023-12-31,DEPT,,,0,,,
IND-613,D34,2026-12-31,DEPT,,,,,0,
IND-613,D35,2022-12-31,DEPT,0,,,,,
IND-613,D35,2023-06-30,DEPT,,0,,100,,100
IND-613,D35,2023-12-31,DEPT,,,0,,,
IND-613,D35,2026-12-31,DEPT,,,,,0,
IND-613,D40,2022-12-31,DEPT,0,,,,,
IND-613,D40,2023-06-30,DEPT,,0,,100,,100
IND-613,D40,2023-12-31,DEPT,,,0,,,
IND-613,D40,2026-12-31,DEPT,,,,,0,
IND-613,D44,2022-12-31,DEPT,0,,,,,
IND-613,D44,2023-06-30,DEPT,,0,,100,,100
IND-613,D44,2023-12-31,DEPT,,,0,,,
IND-613,D44,2026-12-31,DEPT,,,,,0,
IND-613,D50,2022-12-31,DEPT,0,,,,,
IND-613,D50,2023-06-30,DEPT,,0,,100,,100
IND-613,D50,2023-12-31,DEPT,,,0,,,
IND-613,D50,2026-12-31,DEPT,,,,,0,
IND-613,D56,2022-12-31,DEPT,0.5,,,,,
IND-613,D56,2023-06-30,DEPT,,0.5,,100,,100
IND-613,D56,2023-12-31,DEPT,,,0,,,
IND-613,D56,2026-12-31,DEPT,,,,,0,
IND-613,D59,2022-12-31,DEPT,0,,,,,
IND-613,D59,2023-06-30,DEPT,,0,,100,,100
IND-613,D59,2023-12-31,DEPT,,,0,,,
IND-613,D59,2026-12-31,DEPT,,,,,0,
IND-613,D62,2022-12-31,DEPT,0,,,,,
IND-613,D62,2023-06-30,DEPT,,0,,100,,100
IND-613,D62,2023-12-31,DEPT,,,0,,,
IND-613,D62,2026-12-31,DEPT,,,,,0,
IND-613,D64,2022-12-31,DEPT,0,,,,,
IND-613,D64,2023-06-30,DEPT,,0,,100,,100
IND-613,D64,2023-12-31,DEPT,,,0,,,
IND-613,D64,2026-12-31,DEPT,,,,,0,
