indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-320,D01,2022-01-31,DEPT,,6,,,,
IND-320,D01,2022-02-28,DEPT,,6,,,,
IND-320,D01,2022-03-31,DEPT,125,13,,,,
IND-320,D01,2022-04-30,DEPT,,6,,,,
IND-320,D01,2022-05-31,DEPT,,16,,,,
IND-320,D01,2022-06-30,DEPT,133,10,,,,
IND-320,D01,2022-07-31,DEPT,,12,,,,
IND-320,D01,2022-08-31,DEPT,,14,,,,
IND-320,D01,2022-09-30,DEPT,,17,,,,
IND-320,D01,2022-10-31,DEPT,,23,,,,
IND-320,D01,2022-11-30,DEPT,,14,,,,
IND-320,D01,2022-12-31,DEPT,,12,,,,
IND-320,D01,2023-01-31,DEPT,,10,,,,
IND-320,D01,2023-02-28,DEPT,,15,,,,
IND-320,D01,2023-03-31,DEPT,,9,,,,
IND-320,D01,2023-04-30,DEPT,,9,,,,
IND-320,D01,2023-05-31,DEPT,,15,,,,
IND-320,D01,2023-06-30,DEPT,,11,,,,
IND-320,D01,2023-07-31,DEPT,,14,,,,
IND-320,D01,2023-08-31,DEPT,,18,,,,
IND-320,D02,2022-01-31,DEPT,,13,,,,
IND-320,D02,2022-02-28,DEPT,,12,,,,
IND-320,D02,2022-03-31,DEPT,193,11,,,,
IND-320,D02,2022-04-30,DEPT,,10,,,,
IND-320,D02,2022-05-31,DEPT,,12,,,,
IND-320,D02,2022-06-30,DEPT,179,10,,,,
IND-320,D02,2022-07-31,DEPT,,12,,,,
IND-320,D02,2022-08-31,DEPT,,22,,,,
IND-320,D02,2022-09-30,DEPT,,18,,,,
IND-320,D02,2022-10-31,DEPT,,15,,,,
IND-320,D02,2022-11-30,DEPT,,14,,,,
IND-320,D02,2022-12-31,DEPT,,22,,,,
IND-320,D02,2023-01-31,DEPT,,15,,,,
IND-320,D02,2023-02-28,DEPT,,21,,,,
IND-320,D02,2023-03-31,DEPT,,21,,,,
IND-320,D02,2023-04-30,DEPT,,14,,,,
IND-320,D02,2023-05-31,DEPT,,22,,,,
IND-320,D02,2023-06-30,DEPT,,16,,,,
IND-320,D02,2023-07-31,DEPT,,19,,,,
IND-320,D02,2023-08-31,DEPT,,19,,,,
