indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc,indic_ta
IND-688,D01,2023-04-30,DEPT,,77,,
IND-688,D01,2023-08-31,DEPT,,278,,81.0495626822
IND-688,D01,2026-12-31,DEPT,,,343,
IND-688,D02,2023-04-30,DEPT,,77,,
IND-688,D02,2023-08-31,DEPT,,224,,82.962962963
IND-688,D02,2026-12-31,DEPT,,,270,
IND-688,D03,2023-04-30,DEPT,,14,,
IND-688,D03,2023-08-31,DEPT,,49,,45.7943925234
IND-688,D03,2026-12-31,DEPT,,,107,
IND-688,D04,2023-04-30,DEPT,,8,,
IND-688,D04,2023-08-31,DEPT,,50,,71.4285714286
IND-688,D04,2026-12-31,DEPT,,,70,
IND-688,D05,2023-04-30,DEPT,,7,,
IND-688,D05,2023-08-31,DEPT,,37,,50.6849315068
IND-688,D05,2026-12-31,DEPT,,,73,
IND-688,D06,2023-04-30,DEPT,,114,,
IND-688,D06,2023-08-31,DEPT,,229,,78.156996587
IND-688,D06,2026-12-31,DEPT,,,293,
IND-688,D07,2023-04-30,DEPT,,95,,
IND-688,D07,2023-08-31,DEPT,,280,,100
IND-688,D07,2026-12-31,DEPT,,,275,
IND-688,D08,2023-04-30,DEPT,,76,,
IND-688,D08,2023-08-31,DEPT,,172,,100
IND-688,D08,2026-12-31,DEPT,,,128,
IND-688,D09,2023-04-30,DEPT,,12,,
IND-688,D09,2023-08-31,DEPT,,33,,97.0588235294
IND-688,D09,2026-12-31,DEPT,,,34,
IND-688,D10,2023-04-30,DEPT,,49,,
IND-688,D10,2023-08-31,DEPT,,176,,73.0290456432
IND-688,D10,2026-12-31,DEPT,,,241,
IND-688,D11,2023-04-30,DEPT,,17,,
IND-688,D11,2023-08-31,DEPT,,101,,100
IND-688,D11,2026-12-31,DEPT,,,96,
IND-688,D12,2023-04-30,DEPT,,69,,
IND-688,D12,2023-08-31,DEPT,,185,,100
IND-688,D12,2026-12-31,DEPT,,,114,
IND-688,D13,2023-04-30,DEPT,,114,,
IND-688,D13,2023-08-31,DEPT,,282,,30.3225806452
IND-688,D13,2026-12-31,DEPT,,,930,
IND-688,D14,2023-04-30,DEPT,,246,,
IND-688,D14,2023-08-31,DEPT,,706,,100
IND-688,D14,2026-12-31,DEPT,,,667,
IND-688,D15,2023-04-30,DEPT,,25,,
IND-688,D15,2023-08-31,DEPT,,69,,71.875
IND-688,D15,2026-12-31,DEPT,,,96,
IND-688,D16,2023-04-30,DEPT,,44,,
IND-688,D16,2023-08-31,DEPT,,139,,100
IND-688,D16,2026-12-31,DEPT,,,71,
IND-688,D17,2023-04-30,DEPT,,110,,
IND-688,D17,2023-08-31,DEPT,,256,,95.5223880597
IND-688,D17,2026-12-31,DEPT,,,268,
IND-688,D18,2023-04-30,DEPT,,38,,
IND-688,D18,2023-08-31,DEPT,,236,,100
IND-688,D18,2026-12-31,DEPT,,,172,
IND-688,D19,2023-04-30,DEPT,,27,,
IND-688,D19,2023-08-31,DEPT,,174,,100
IND-688,D19,2026-12-31,DEPT,,,166,
IND-688,D21,2023-04-30,DEPT,,17,,
IND-688,D21,2023-08-31,DEPT,,223,,100
IND-688,D21,2026-12-31,DEPT,,,155,
IND-688,D22,2023-04-30,DEPT,,67,,
IND-688,D22,2023-08-31,DEPT,,255,,80.1886792453
IND-688,D22,2026-12-31,DEPT,,,318,
IND-688,D23,2023-04-30,DEPT,,34,,
IND-688,D23,2023-08-31,DEPT,,105,,100
IND-688,D23,2026-12-31,DEPT,,,68,
IND-688,D24,2023-04-30,DEPT,,60,,
IND-688,D24,2023-08-31,DEPT,,229,,100
IND-688,D24,2026-12-31,DEPT,,,208,
IND-688,D25,2023-04-30,DEPT,,120,,
IND-688,D25,2023-08-31,DEPT,,112,,31.5492957746
IND-688,D25,2026-12-31,DEPT,,,355,
IND-688,D26,2023-04-30,DEPT,,16,,
IND-688,D26,2023-08-31,DEPT,,243,,100
IND-688,D26,2026-12-31,DEPT,,,101,
IND-688,D27,2023-04-30,DEPT,,26,,
IND-688,D27,2023-08-31,DEPT,,310,,100
IND-688,D27,2026-12-31,DEPT,,,113,
IND-688,D28,2023-04-30,DEPT,,27,,
IND-688,D28,2023-08-31,DEPT,,91,,50.8379888268
IND-688,D28,2026-12-31,DEPT,,,179,
IND-688,D29,2023-04-30,DEPT,,184,,
IND-688,D29,2023-08-31,DEPT,,128,,24.854368932
IND-688,D29,2026-12-31,DEPT,,,515,
IND-688,D2A,2023-04-30,DEPT,,90,,
IND-688,D2A,2023-08-31,DEPT,,156,,100
IND-688,D2A,2026-12-31,DEPT,,,113,
IND-688,D2B,2023-04-30,DEPT,,196,,
IND-688,D2B,2023-08-31,DEPT,,689,,100
IND-688,D2B,2026-12-31,DEPT,,,77,
IND-688,D30,2023-04-30,DEPT,,105,,
IND-688,D30,2023-08-31,DEPT,,203,,53.846153846199996
IND-688,D30,2026-12-31,DEPT,,,377,
IND-688,D31,2023-04-30,DEPT,,126,,
IND-688,D31,2023-08-31,DEPT,,364,,94.3005181347
IND-688,D31,2026-12-31,DEPT,,,386,
IND-688,D32,2023-04-30,DEPT,,65,,
IND-688,D32,2023-08-31,DEPT,,127,,100
IND-688,D32,2026-12-31,DEPT,,,124,
IND-688,D33,2023-04-30,DEPT,,184,,
IND-688,D33,2023-08-31,DEPT,,375,,61.3747954173
IND-688,D33,2026-12-31,DEPT,,,611,
IND-688,D34,2023-04-30,DEPT,,193,,
IND-688,D34,2023-08-31,DEPT,,481,,68.3238636364
IND-688,D34,2026-12-31,DEPT,,,704,
IND-688,D35,2023-04-30,DEPT,,191,,
IND-688,D35,2023-08-31,DEPT,,444,,71.7285945073
IND-688,D35,2026-12-31,DEPT,,,619,
IND-688,D36,2023-04-30,DEPT,,25,,
IND-688,D36,2023-08-31,DEPT,,69,,66.3461538462
IND-688,D36,2026-12-31,DEPT,,,104,
IND-688,D37,2023-04-30,DEPT,,57,,
IND-688,D37,2023-08-31,DEPT,,237,,55.6338028169
IND-688,D37,2026-12-31,DEPT,,,426,
IND-688,D38,2023-04-30,DEPT,,167,,
IND-688,D38,2023-08-31,DEPT,,482,,76.6295707472
IND-688,D38,2026-12-31,DEPT,,,629,
IND-688,D39,2023-04-30,DEPT,,39,,
IND-688,D39,2023-08-31,DEPT,,110,,88.7096774194
IND-688,D39,2026-12-31,DEPT,,,124,
IND-688,D40,2023-04-30,DEPT,,38,,
IND-688,D40,2023-08-31,DEPT,,164,,89.1304347826
IND-688,D40,2026-12-31,DEPT,,,184,
IND-688,D41,2023-04-30,DEPT,,43,,
IND-688,D41,2023-08-31,DEPT,,116,,82.8571428571
IND-688,D41,2026-12-31,DEPT,,,140,
IND-688,D42,2023-04-30,DEPT,,49,,
IND-688,D42,2023-08-31,DEPT,,157,,70.7207207207
IND-688,D42,2026-12-31,DEPT,,,222,
IND-688,D43,2023-04-30,DEPT,,114,,
IND-688,D43,2023-08-31,DEPT,,149,,100
IND-688,D43,2026-12-31,DEPT,,,106,
IND-688,D44,2023-04-30,DEPT,,281,,
IND-688,D44,2023-08-31,DEPT,,862,,100
IND-688,D44,2026-12-31,DEPT,,,590,
IND-688,D45,2023-04-30,DEPT,,127,,
IND-688,D45,2023-08-31,DEPT,,297,,91.6666666667
IND-688,D45,2026-12-31,DEPT,,,324,
IND-688,D46,2023-04-30,DEPT,,58,,
IND-688,D46,2023-08-31,DEPT,,151,,100
IND-688,D46,2026-12-31,DEPT,,,78,
IND-688,D47,2023-04-30,DEPT,,102,,
IND-688,D47,2023-08-31,DEPT,,186,,100
IND-688,D47,2026-12-31,DEPT,,,128,
IND-688,D48,2023-04-30,DEPT,,30,,
IND-688,D48,2023-08-31,DEPT,,79,,49.375
IND-688,D48,2026-12-31,DEPT,,,160,
IND-688,D49,2023-04-30,DEPT,,106,,
IND-688,D49,2023-08-31,DEPT,,263,,100
IND-688,D49,2026-12-31,DEPT,,,130,
IND-688,D50,2023-04-30,DEPT,,42,,
IND-688,D50,2023-08-31,DEPT,,88,,100
IND-688,D50,2026-12-31,DEPT,,,66,
IND-688,D51,2023-04-30,DEPT,,97,,
IND-688,D51,2023-08-31,DEPT,,263,,100
IND-688,D51,2026-12-31,DEPT,,,254,
IND-688,D52,2023-04-30,DEPT,,23,,
IND-688,D52,2023-08-31,DEPT,,86,,100
IND-688,D52,2026-12-31,DEPT,,,41,
IND-688,D53,2023-04-30,DEPT,,84,,
IND-688,D53,2023-08-31,DEPT,,209,,81.007751938
IND-688,D53,2026-12-31,DEPT,,,258,
IND-688,D54,2023-04-30,DEPT,,15,,
IND-688,D54,2023-08-31,DEPT,,84,,54.5454545455
IND-688,D54,2026-12-31,DEPT,,,154,
IND-688,D55,2023-04-30,DEPT,,11,,
IND-688,D55,2023-08-31,DEPT,,70,,41.4201183432
IND-688,D55,2026-12-31,DEPT,,,169,
IND-688,D56,2023-04-30,DEPT,,269,,
IND-688,D56,2023-08-31,DEPT,,675,,75.3348214286
IND-688,D56,2026-12-31,DEPT,,,896,
IND-688,D57,2023-04-30,DEPT,,87,,
IND-688,D57,2023-08-31,DEPT,,214,,52.4509803922
IND-688,D57,2026-12-31,DEPT,,,408,
IND-688,D58,2023-04-30,DEPT,,13,,
IND-688,D58,2023-08-31,DEPT,,58,,100
IND-688,D58,2026-12-31,DEPT,,,55,
IND-688,D59,2023-04-30,DEPT,,57,,
IND-688,D59,2023-08-31,DEPT,,307,,100
IND-688,D59,2026-12-31,DEPT,,,263,
IND-688,D60,2023-04-30,DEPT,,75,,
IND-688,D60,2023-08-31,DEPT,,193,,88.9400921659
IND-688,D60,2026-12-31,DEPT,,,217,
IND-688,D61,2023-04-30,DEPT,,25,,
IND-688,D61,2023-08-31,DEPT,,122,,63.8743455497
IND-688,D61,2026-12-31,DEPT,,,191,
IND-688,D62,2023-04-30,DEPT,,141,,
IND-688,D62,2023-08-31,DEPT,,343,,93.9726027397
IND-688,D62,2026-12-31,DEPT,,,365,
IND-688,D63,2023-04-30,DEPT,,79,,
IND-688,D63,2023-08-31,DEPT,,196,,95.6097560976
IND-688,D63,2026-12-31,DEPT,,,205,
IND-688,D64,2023-04-30,DEPT,,18,,
IND-688,D64,2023-08-31,DEPT,,89,,92.7083333333
IND-688,D64,2026-12-31,DEPT,,,96,
IND-688,D65,2023-04-30,DEPT,,9,,
IND-688,D65,2023-08-31,DEPT,,42,,58.3333333333
IND-688,D65,2026-12-31,DEPT,,,72,
IND-688,D66,2023-04-30,DEPT,,142,,
IND-688,D66,2023-08-31,DEPT,,361,,78.9934354486
IND-688,D66,2026-12-31,DEPT,,,457,
IND-688,D67,2023-04-30,DEPT,,68,,
IND-688,D67,2023-08-31,DEPT,,167,,100
IND-688,D67,2026-12-31,DEPT,,,166,
IND-688,D68,2023-04-30,DEPT,,41,,
IND-688,D68,2023-08-31,DEPT,,107,,67.7215189873
IND-688,D68,2026-12-31,DEPT,,,158,
IND-688,D69,2023-04-30,DEPT,,334,,
IND-688,D69,2023-08-31,DEPT,,593,,100
IND-688,D69,2026-12-31,DEPT,,,564,
IND-688,D70,2023-04-30,DEPT,,11,,
IND-688,D70,2023-08-31,DEPT,,36,,100
IND-688,D70,2026-12-31,DEPT,,,31,
IND-688,D71,2023-04-30,DEPT,,95,,
IND-688,D71,2023-08-31,DEPT,,279,,100
IND-688,D71,2026-12-31,DEPT,,,236,
IND-688,D72,2023-04-30,DEPT,,103,,
IND-688,D72,2023-08-31,DEPT,,219,,77.3851590106
IND-688,D72,2026-12-31,DEPT,,,283,
IND-688,D73,2023-04-30,DEPT,,36,,
IND-688,D73,2023-08-31,DEPT,,121,,55
IND-688,D73,2026-12-31,DEPT,,,220,
IND-688,D74,2023-04-30,DEPT,,38,,
IND-688,D74,2023-08-31,DEPT,,109,,66.8711656442
IND-688,D74,2026-12-31,DEPT,,,163,
IND-688,D75,2023-04-30,DEPT,,687,,
IND-688,D75,2023-08-31,DEPT,,691,,82.754491018
IND-688,D75,2026-12-31,DEPT,,,835,
IND-688,D76,2023-04-30,DEPT,,39,,
IND-688,D76,2023-08-31,DEPT,,118,,92.9133858268
IND-688,D76,2026-12-31,DEPT,,,127,
IND-688,D77,2023-04-30,DEPT,,231,,
IND-688,D77,2023-08-31,DEPT,,447,,70.3937007874
IND-688,D77,2026-12-31,DEPT,,,635,
