indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc,indic_ta
IND-314,D01,2022-03-31,DEPT,,291,,
IND-314,D01,2022-04-30,DEPT,,213,,
IND-314,D01,2022-05-31,DEPT,,150,,
IND-314,D01,2022-06-30,DEPT,,123,,
IND-314,D01,2022-07-31,DEPT,,88,,
IND-314,D01,2022-08-31,DEPT,,62,,
IND-314,D01,2022-09-30,DEPT,,189,,
IND-314,D01,2022-10-31,DEPT,,188,,
IND-314,D01,2022-11-30,DEPT,,145,,
IND-314,D01,2022-12-31,DEPT,1584,135,1571,
IND-314,D01,2023-02-26,DEPT,,264,,
IND-314,D01,2023-03-31,DEPT,,408,,25.9707192871
IND-314,D02,2022-03-31,DEPT,,569,,
IND-314,D02,2022-04-30,DEPT,,290,,
IND-314,D02,2022-05-31,DEPT,,267,,
IND-314,D02,2022-06-30,DEPT,,387,,
IND-314,D02,2022-07-31,DEPT,,302,,
IND-314,D02,2022-08-31,DEPT,,238,,
IND-314,D02,2022-09-30,DEPT,,523,,
IND-314,D02,2022-10-31,DEPT,,408,,
IND-314,D02,2022-11-30,DEPT,,336,,
IND-314,D02,2022-12-31,DEPT,3742,422,4061,
IND-314,D02,2023-02-26,DEPT,,626,,
IND-314,D02,2023-03-31,DEPT,,1047,,25.7818271362
IND-314,D03,2022-03-31,DEPT,,197,,
IND-314,D03,2022-04-30,DEPT,,111,,
IND-314,D03,2022-05-31,DEPT,,123,,
IND-314,D03,2022-06-30,DEPT,,137,,
IND-314,D03,2022-07-31,DEPT,,82,,
IND-314,D03,2022-08-31,DEPT,,78,,
IND-314,D03,2022-09-30,DEPT,,163,,
IND-314,D03,2022-10-31,DEPT,,193,,
IND-314,D03,2022-11-30,DEPT,,127,,
IND-314,D03,2022-12-31,DEPT,1312,101,1496,
IND-314,D03,2023-02-26,DEPT,,236,,
IND-314,D03,2023-03-31,DEPT,,386,,25.8021390374
IND-314,D04,2022-03-31,DEPT,,122,,
IND-314,D04,2022-04-30,DEPT,,31,,
IND-314,D04,2022-05-31,DEPT,,31,,
IND-314,D04,2022-06-30,DEPT,,34,,
IND-314,D04,2022-07-31,DEPT,,17,,
IND-314,D04,2022-08-31,DEPT,,24,,
IND-314,D04,2022-09-30,DEPT,,43,,
IND-314,D04,2022-10-31,DEPT,,62,,
IND-314,D04,2022-11-30,DEPT,,45,,
IND-314,D04,2022-12-31,DEPT,474,65,481,
IND-314,D04,2023-02-26,DEPT,,104,,
IND-314,D04,2023-03-31,DEPT,,165,,34.3035343035
IND-314,D05,2022-03-31,DEPT,,115,,
IND-314,D05,2022-04-30,DEPT,,61,,
IND-314,D05,2022-05-31,DEPT,,34,,
IND-314,D05,2022-06-30,DEPT,,44,,
IND-314,D05,2022-07-31,DEPT,,27,,
IND-314,D05,2022-08-31,DEPT,,31,,
IND-314,D05,2022-09-30,DEPT,,90,,
IND-314,D05,2022-10-31,DEPT,,60,,
IND-314,D05,2022-11-30,DEPT,,42,,
IND-314,D05,2022-12-31,DEPT,534,30,538,
IND-314,D05,2023-02-26,DEPT,,82,,
IND-314,D05,2023-03-31,DEPT,,120,,22.3048327138
IND-314,D06,2022-03-31,DEPT,,951,,
IND-314,D06,2022-04-30,DEPT,,322,,
IND-314,D06,2022-05-31,DEPT,,273,,
IND-314,D06,2022-06-30,DEPT,,448,,
IND-314,D06,2022-07-31,DEPT,,289,,
IND-314,D06,2022-08-31,DEPT,,239,,
IND-314,D06,2022-09-30,DEPT,,526,,
IND-314,D06,2022-10-31,DEPT,,430,,
IND-314,D06,2022-11-30,DEPT,,319,,
IND-314,D06,2022-12-31,DEPT,4241,444,4530,
IND-314,D06,2023-02-26,DEPT,,754,,
IND-314,D06,2023-03-31,DEPT,,1223,,26.9977924945
IND-314,D07,2022-03-31,DEPT,,179,,
IND-314,D07,2022-04-30,DEPT,,68,,
IND-314,D07,2022-05-31,DEPT,,76,,
IND-314,D07,2022-06-30,DEPT,,107,,
IND-314,D07,2022-07-31,DEPT,,46,,
IND-314,D07,2022-08-31,DEPT,,18,,
IND-314,D07,2022-09-30,DEPT,,104,,
IND-314,D07,2022-10-31,DEPT,,95,,
IND-314,D07,2022-11-30,DEPT,,88,,
IND-314,D07,2022-12-31,DEPT,871,90,1136,
IND-314,D07,2023-02-26,DEPT,,141,,
IND-314,D07,2023-03-31,DEPT,,226,,19.8943661972
IND-314,D08,2022-03-31,DEPT,,246,,
IND-314,D08,2022-04-30,DEPT,,157,,
IND-314,D08,2022-05-31,DEPT,,108,,
IND-314,D08,2022-06-30,DEPT,,109,,
IND-314,D08,2022-07-31,DEPT,,89,,
IND-314,D08,2022-08-31,DEPT,,37,,
IND-314,D08,2022-09-30,DEPT,,170,,
IND-314,D08,2022-10-31,DEPT,,156,,
IND-314,D08,2022-11-30,DEPT,,135,,
IND-314,D08,2022-12-31,DEPT,1364,157,1543,
IND-314,D08,2023-02-26,DEPT,,226,,
IND-314,D08,2023-03-31,DEPT,,377,,24.4329228775
IND-314,D09,2022-03-31,DEPT,,126,,
IND-314,D09,2022-04-30,DEPT,,87,,
IND-314,D09,2022-05-31,DEPT,,42,,
IND-314,D09,2022-06-30,DEPT,,74,,
IND-314,D09,2022-07-31,DEPT,,34,,
IND-314,D09,2022-08-31,DEPT,,32,,
IND-314,D09,2022-09-30,DEPT,,80,,
IND-314,D09,2022-10-31,DEPT,,63,,
IND-314,D09,2022-11-30,DEPT,,78,,
IND-314,D09,2022-12-31,DEPT,715,99,853,
IND-314,D09,2023-02-26,DEPT,,108,,
IND-314,D09,2023-03-31,DEPT,,165,,19.343493552200002
IND-314,D10,2022-03-31,DEPT,,280,,
IND-314,D10,2022-04-30,DEPT,,71,,
IND-314,D10,2022-05-31,DEPT,,104,,
IND-314,D10,2022-06-30,DEPT,,123,,
IND-314,D10,2022-07-31,DEPT,,26,,
IND-314,D10,2022-08-31,DEPT,,29,,
IND-314,D10,2022-09-30,DEPT,,172,,
IND-314,D10,2022-10-31,DEPT,,151,,
IND-314,D10,2022-11-30,DEPT,,135,,
IND-314,D10,2022-12-31,DEPT,1175,84,1488,
IND-314,D10,2023-02-26,DEPT,,303,,
IND-314,D10,2023-03-31,DEPT,,486,,32.6612903226
IND-314,D11,2022-03-31,DEPT,,409,,
IND-314,D11,2022-04-30,DEPT,,182,,
IND-314,D11,2022-05-31,DEPT,,117,,
IND-314,D11,2022-06-30,DEPT,,178,,
IND-314,D11,2022-07-31,DEPT,,173,,
IND-314,D11,2022-08-31,DEPT,,115,,
IND-314,D11,2022-09-30,DEPT,,345,,
IND-314,D11,2022-10-31,DEPT,,283,,
IND-314,D11,2022-11-30,DEPT,,213,,
IND-314,D11,2022-12-31,DEPT,2134,119,2128,
IND-314,D11,2023-02-26,DEPT,,404,,
IND-314,D11,2023-03-31,DEPT,,632,,29.6992481203
IND-314,D12,2022-03-31,DEPT,,178,,
IND-314,D12,2022-04-30,DEPT,,102,,
IND-314,D12,2022-05-31,DEPT,,65,,
IND-314,D12,2022-06-30,DEPT,,59,,
IND-314,D12,2022-07-31,DEPT,,54,,
IND-314,D12,2022-08-31,DEPT,,44,,
IND-314,D12,2022-09-30,DEPT,,84,,
IND-314,D12,2022-10-31,DEPT,,119,,
IND-314,D12,2022-11-30,DEPT,,70,,
IND-314,D12,2022-12-31,DEPT,881,106,1077,
IND-314,D12,2023-02-26,DEPT,,221,,
IND-314,D12,2023-03-31,DEPT,,334,,31.0120705664
IND-314,D13,2022-03-31,DEPT,,1916,,
IND-314,D13,2022-04-30,DEPT,,652,,
IND-314,D13,2022-05-31,DEPT,,633,,
IND-314,D13,2022-06-30,DEPT,,779,,
IND-314,D13,2022-07-31,DEPT,,786,,
IND-314,D13,2022-08-31,DEPT,,467,,
IND-314,D13,2022-09-30,DEPT,,1054,,
IND-314,D13,2022-10-31,DEPT,,965,,
IND-314,D13,2022-11-30,DEPT,,826,,
IND-314,D13,2022-12-31,DEPT,8851,773,9311,
IND-314,D13,2023-02-26,DEPT,,1474,,
IND-314,D13,2023-03-31,DEPT,,2261,,24.2831060037
IND-314,D14,2022-03-31,DEPT,,422,,
IND-314,D14,2022-04-30,DEPT,,262,,
IND-314,D14,2022-05-31,DEPT,,222,,
IND-314,D14,2022-06-30,DEPT,,331,,
IND-314,D14,2022-07-31,DEPT,,239,,
IND-314,D14,2022-08-31,DEPT,,222,,
IND-314,D14,2022-09-30,DEPT,,519,,
IND-314,D14,2022-10-31,DEPT,,331,,
IND-314,D14,2022-11-30,DEPT,,269,,
IND-314,D14,2022-12-31,DEPT,3112,295,2916,
IND-314,D14,2023-02-26,DEPT,,490,,
IND-314,D14,2023-03-31,DEPT,,768,,26.3374485597
IND-314,D15,2022-03-31,DEPT,,179,,
IND-314,D15,2022-04-30,DEPT,,43,,
IND-314,D15,2022-05-31,DEPT,,40,,
IND-314,D15,2022-06-30,DEPT,,46,,
IND-314,D15,2022-07-31,DEPT,,41,,
IND-314,D15,2022-08-31,DEPT,,36,,
IND-314,D15,2022-09-30,DEPT,,69,,
IND-314,D15,2022-10-31,DEPT,,57,,
IND-314,D15,2022-11-30,DEPT,,39,,
IND-314,D15,2022-12-31,DEPT,595,45,564,
IND-314,D15,2023-02-26,DEPT,,76,,
